number,value,datetime_start,datetime_complete,duration,params_activation,params_and_operator,params_batch_size,params_lr,params_n_sets,params_shape,params_shuffle,params_weight_decay,state
249,4.052222266182071e-06,2025-07-10 22:15:08.721172,2025-07-10 22:15:24.722665,0 days 00:00:16.001493,identity,min,32,0.006342962865781178,3,gaussian,False,1.4872320948583766e-05,COMPLETE
250,0.005040657240897417,2025-07-10 22:15:24.723253,2025-07-10 22:15:30.534023,0 days 00:00:05.810770,identity,prod,128,0.00905882521156377,3,gaussian,False,0.0001517480545380765,COMPLETE
251,9.930829401127994e-05,2025-07-10 22:15:30.534431,2025-07-10 22:16:06.348221,0 days 00:00:35.813790,identity,prod,16,0.005821961540269706,5,bell,False,0.00019040338839685132,COMPLETE
252,0.16707636415958405,2025-07-10 22:16:06.348889,2025-07-10 22:16:16.158703,0 days 00:00:09.809814,identity,prod,64,0.009939663537118858,4,gaussian,False,1.299879117956515e-05,COMPLETE
253,8.108031033771113e-05,2025-07-10 22:16:16.159128,2025-07-10 22:16:45.408043,0 days 00:00:29.248915,identity,prod,16,0.007239885786143526,3,gaussian,True,0.0002490472373255495,COMPLETE
254,1.3225219249725342,2025-07-10 22:16:45.408697,2025-07-10 22:17:14.934887,0 days 00:00:29.526190,relu,prod,16,0.0011713581339000678,3,gaussian,False,0.00019974013217110352,COMPLETE
255,4.209130565868691e-06,2025-07-10 22:17:14.935534,2025-07-10 22:17:44.050272,0 days 00:00:29.114738,identity,prod,16,0.008586617760600563,3,gaussian,False,1.1089141804479107e-05,COMPLETE
256,4.536755568551598e-06,2025-07-10 22:17:44.050964,2025-07-10 22:17:53.461856,0 days 00:00:09.410892,relu,prod,64,0.006606534248963494,3,gaussian,False,0.00012945570317786874,COMPLETE
257,3.915235538443085e-06,2025-07-10 22:17:53.462260,2025-07-10 22:18:22.502378,0 days 00:00:29.040118,identity,prod,16,0.007747790845079644,3,gaussian,False,0.0001746349644191595,COMPLETE
258,4.2634874262148514e-06,2025-07-10 22:18:22.503047,2025-07-10 22:18:51.569969,0 days 00:00:29.066922,identity,prod,16,0.007992049276699312,3,gaussian,False,6.937841312237513e-05,COMPLETE
259,4.142096713621868e-06,2025-07-10 22:18:51.570638,2025-07-10 22:19:08.039982,0 days 00:00:16.469344,relu,prod,32,0.009079837408836049,3,gaussian,False,0.00017905969207172403,COMPLETE
260,5.097243047202937e-06,2025-07-10 22:19:08.040631,2025-07-10 22:19:37.062951,0 days 00:00:29.022320,identity,prod,16,0.00528476210054235,3,gaussian,False,0.00021681376160655102,COMPLETE
261,0.02516915276646614,2025-07-10 22:19:37.063616,2025-07-10 22:20:11.450170,0 days 00:00:34.386554,relu,prod,16,0.007503950307024524,4,bell,False,1.6843079028562196e-05,COMPLETE
262,6.379214937624056e-06,2025-07-10 22:20:11.450828,2025-07-10 22:20:20.736178,0 days 00:00:09.285350,identity,prod,64,0.008530196892437525,3,gaussian,False,0.00017555283263287914,COMPLETE
263,4.146436822338728e-06,2025-07-10 22:20:20.736596,2025-07-10 22:20:49.048563,0 days 00:00:28.311967,relu,prod,16,0.00660872773832955,3,sigmoid,False,0.00019928098508124363,COMPLETE
264,0.0004926270339637995,2025-07-10 22:20:49.049239,2025-07-10 22:21:18.297357,0 days 00:00:29.248118,identity,prod,16,0.009896663856360862,3,gaussian,True,0.00015298416694013058,COMPLETE
265,4.019635980512248e-06,2025-07-10 22:21:18.298024,2025-07-10 22:21:47.720158,0 days 00:00:29.422134,relu,prod,16,0.007901983594591466,3,gaussian,False,0.00022499951344807204,COMPLETE
266,5.7993306654680055e-06,2025-07-10 22:21:47.720844,2025-07-10 22:22:18.531221,0 days 00:00:30.810377,identity,prod,16,0.005951295095633742,4,gaussian,False,0.00026437120128541884,COMPLETE
267,4.1977118598879315e-06,2025-07-10 22:22:18.531877,2025-07-10 22:22:34.840632,0 days 00:00:16.308755,identity,prod,32,0.009088162518626633,3,gaussian,False,1.4216644635883382e-05,COMPLETE
268,4.145369530306198e-06,2025-07-10 22:22:34.841280,2025-07-10 22:22:44.085330,0 days 00:00:09.244050,relu,min,64,0.007265306508925532,3,gaussian,False,0.00014018116383224054,COMPLETE
269,4.444533260539174e-06,2025-07-10 22:22:44.085900,2025-07-10 22:23:21.779253,0 days 00:00:37.693353,identity,prod,16,0.00840171781958346,8,gaussian,False,0.00018083449583117912,COMPLETE
270,3.684796865854878e-06,2025-07-10 22:23:21.779765,2025-07-10 22:23:58.097538,0 days 00:00:36.317773,relu,prod,16,0.0026128701975689822,7,gaussian,False,1.5872803543030064e-05,COMPLETE
271,4.017293395008892e-05,2025-07-10 22:23:58.098211,2025-07-10 22:24:34.729815,0 days 00:00:36.631604,identity,prod,16,0.0028570999425179813,8,sigmoid,False,1.5734485567125918e-05,COMPLETE
272,1.3225219249725342,2025-07-10 22:24:34.730481,2025-07-10 22:25:11.045198,0 days 00:00:36.314717,relu,prod,16,0.00999903759299296,7,gaussian,False,1.719508967827194e-05,COMPLETE
273,2.025835965469014e-05,2025-07-10 22:25:11.045865,2025-07-10 22:25:23.250123,0 days 00:00:12.204258,identity,prod,64,0.00647664589465228,9,gaussian,False,1.8406113870955257e-05,COMPLETE
274,8.629946933069732e-06,2025-07-10 22:25:23.250757,2025-07-10 22:25:57.929984,0 days 00:00:34.679227,relu,prod,16,0.003986964905609149,6,gaussian,False,1.2218248535076897e-05,COMPLETE
275,6.111642505857162e-06,2025-07-10 22:25:57.930664,2025-07-10 22:26:37.300543,0 days 00:00:39.369879,identity,prod,16,0.005242920862825986,7,bell,False,1.3994011339275893e-05,COMPLETE
276,0.0025395674165338278,2025-07-10 22:26:37.301205,2025-07-10 22:26:44.682601,0 days 00:00:07.381396,identity,prod,128,0.0024423871945143207,9,gaussian,True,1.521661733458977e-05,COMPLETE
277,4.094580617675092e-06,2025-07-10 22:26:44.683230,2025-07-10 22:27:17.611979,0 days 00:00:32.928749,relu,prod,16,0.007899530714285417,5,gaussian,False,1.3075494477047046e-05,COMPLETE
278,4.064484073751373e-06,2025-07-10 22:27:17.612666,2025-07-10 22:27:33.948529,0 days 00:00:16.335863,identity,prod,32,0.008910754634683047,3,gaussian,False,0.00020187679682905768,COMPLETE
279,inf,2025-07-10 22:27:33.949189,2025-07-10 22:28:12.237623,0 days 00:00:38.288434,relu,prod,16,0.006877417137903627,8,gaussian,False,1.0909841255055592e-05,COMPLETE
280,3.4131826396333054e-05,2025-07-10 22:28:12.238289,2025-07-10 22:28:21.229735,0 days 00:00:08.991446,identity,prod,64,0.006154872421391519,3,sigmoid,False,0.000111084212457665,COMPLETE
281,0.0096103735268116,2025-07-10 22:28:21.230176,2025-07-10 22:28:50.707927,0 days 00:00:29.477751,relu,prod,16,0.00010744107151221281,3,gaussian,False,0.0002486086598631309,COMPLETE
282,3.994066446466604e-06,2025-07-10 22:28:50.708587,2025-07-10 22:29:19.811755,0 days 00:00:29.103168,identity,prod,16,0.004270060759661988,3,gaussian,False,9.064102733776511e-05,COMPLETE
283,4.743576027976815e-06,2025-07-10 22:29:19.812436,2025-07-10 22:29:48.964601,0 days 00:00:29.152165,identity,prod,16,0.0033563562580562426,3,gaussian,False,1.5471631029115793e-05,COMPLETE
284,4.116735908610281e-06,2025-07-10 22:29:48.965260,2025-07-10 22:30:18.515815,0 days 00:00:29.550555,relu,prod,16,0.007730771652942722,3,gaussian,False,1.955240558000739e-05,COMPLETE
285,0.00013299506099428982,2025-07-10 22:30:18.516484,2025-07-10 22:30:27.844321,0 days 00:00:09.327837,identity,prod,64,0.0056419490572382405,3,gaussian,False,5.4931796810764864e-05,COMPLETE
286,4.113448994758073e-06,2025-07-10 22:30:27.844955,2025-07-10 22:30:57.370559,0 days 00:00:29.525604,relu,prod,16,0.008503644759368574,3,gaussian,False,0.00023449694853042892,COMPLETE
287,0.008741658180952072,2025-07-10 22:30:57.371224,2025-07-10 22:31:15.150727,0 days 00:00:17.779503,identity,min,32,0.007082782133376632,3,bell,True,0.00016119577028842147,COMPLETE
288,4.374491709313588e-06,2025-07-10 22:31:15.151327,2025-07-10 22:31:46.070510,0 days 00:00:30.919183,identity,prod,16,0.002262564455057633,4,gaussian,False,4.073469969632163e-05,COMPLETE
289,4.212417024973547e-06,2025-07-10 22:31:46.071181,2025-07-10 22:32:14.432718,0 days 00:00:28.361537,relu,prod,16,0.009258903596854016,3,sigmoid,False,0.00018879207847374008,COMPLETE
290,4.149758296989603e-06,2025-07-10 22:32:14.433229,2025-07-10 22:32:43.555806,0 days 00:00:29.122577,identity,prod,16,0.007531590842038415,3,gaussian,False,1.201640639651323e-05,COMPLETE
291,0.00012213816808070987,2025-07-10 22:32:43.556485,2025-07-10 22:32:54.880939,0 days 00:00:11.324454,relu,prod,64,0.006569569569991739,7,gaussian,False,0.00020608339197847328,COMPLETE
292,4.277143489161972e-06,2025-07-10 22:32:54.881360,2025-07-10 22:33:32.484441,0 days 00:00:37.603081,identity,prod,16,0.008273423643681336,8,gaussian,False,0.0003057661620762558,COMPLETE
293,4.266696123522706e-06,2025-07-10 22:33:32.485140,2025-07-10 22:34:11.868856,0 days 00:00:39.383716,identity,prod,16,0.004615679121484096,9,gaussian,False,0.0001680861588318564,COMPLETE
294,2.529051198507659e-05,2025-07-10 22:34:11.869535,2025-07-10 22:34:41.412394,0 days 00:00:29.542859,relu,prod,16,0.003670215516903349,3,gaussian,False,0.00015062945830285842,COMPLETE
295,4.165694917901419e-06,2025-07-10 22:34:41.413081,2025-07-10 22:34:58.660669,0 days 00:00:17.247588,identity,prod,32,0.009227914479225026,4,gaussian,False,1.3591316700794205e-05,COMPLETE
296,1.3225219249725342,2025-07-10 22:34:58.661328,2025-07-10 22:35:28.170641,0 days 00:00:29.509313,relu,prod,16,0.006112515574440046,3,gaussian,False,0.00018865641300903376,COMPLETE
297,5.612657787423814e-06,2025-07-10 22:35:28.171321,2025-07-10 22:35:36.663382,0 days 00:00:08.492061,identity,prod,64,0.006956127689890736,2,sigmoid,False,0.00014057827182800838,COMPLETE
298,4.1933217289624736e-06,2025-07-10 22:35:36.663823,2025-07-10 22:36:06.154661,0 days 00:00:29.490838,relu,prod,16,0.00785106394597984,3,gaussian,False,1.7263821289002895e-05,COMPLETE
299,0.0019584044348448515,2025-07-10 22:36:06.155334,2025-07-10 22:36:38.825967,0 days 00:00:32.670633,identity,prod,16,0.0026430659496974557,5,gaussian,True,0.00021602093576849246,COMPLETE
300,0.03691977262496948,2025-07-10 22:36:38.826654,2025-07-10 22:36:46.153356,0 days 00:00:07.326702,identity,prod,128,0.008410258152151826,7,bell,False,0.0002300064718477185,COMPLETE
301,3.986185220128391e-06,2025-07-10 22:36:46.153990,2025-07-10 22:37:15.679402,0 days 00:00:29.525412,relu,prod,16,0.007374254821674524,3,gaussian,False,0.0001743206819986672,COMPLETE
302,4.040949534100946e-06,2025-07-10 22:37:15.680051,2025-07-10 22:37:44.823256,0 days 00:00:29.143205,identity,prod,16,0.009305810044151755,3,gaussian,False,1.0217541614228046e-05,COMPLETE
303,1.7285045032622293e-05,2025-07-10 22:37:44.823937,2025-07-10 22:37:54.254375,0 days 00:00:09.430438,relu,prod,64,0.00562512275906655,3,gaussian,False,1.592871466151364e-05,COMPLETE
304,0.00041978980880230665,2025-07-10 22:37:54.254815,2025-07-10 22:38:25.184594,0 days 00:00:30.929779,identity,prod,16,0.0017882633707147603,4,gaussian,False,0.00019472121131421764,COMPLETE
305,7.009367891441798e-06,2025-07-10 22:38:25.185284,2025-07-10 22:38:41.509358,0 days 00:00:16.324074,identity,prod,32,0.006644669646228361,3,gaussian,False,0.0001602528230932582,COMPLETE
306,4.80489143228624e-06,2025-07-10 22:38:41.509792,2025-07-10 22:39:09.903055,0 days 00:00:28.393263,relu,prod,16,0.008024729944806292,3,sigmoid,False,0.00013275180080845722,COMPLETE
307,0.0030353686306625605,2025-07-10 22:39:09.903748,2025-07-10 22:39:38.180061,0 days 00:00:28.276313,identity,min,16,0.0002874753864488524,3,gaussian,False,1.1944330984716381e-05,COMPLETE
308,4.6352761273738e-06,2025-07-10 22:39:38.180661,2025-07-10 22:40:07.605363,0 days 00:00:29.424702,relu,prod,16,0.0098439018280877,3,gaussian,False,0.0002090349547816737,COMPLETE
309,0.037221964448690414,2025-07-10 22:40:07.606037,2025-07-10 22:40:16.929145,0 days 00:00:09.323108,identity,prod,64,0.007334536516763069,3,gaussian,False,2.0752613093051693e-05,COMPLETE
310,7.67676374380244e-06,2025-07-10 22:40:16.929572,2025-07-10 22:40:44.397232,0 days 00:00:27.467660,identity,prod,16,0.008900409364547194,2,gaussian,True,1.4346980289056202e-05,COMPLETE
311,4.055189037899254e-06,2025-07-10 22:40:44.397905,2025-07-10 22:41:13.860918,0 days 00:00:29.463013,relu,prod,16,0.006414101662484001,3,gaussian,False,0.00017890963781818958,COMPLETE
312,3.844405000563711e-06,2025-07-10 22:41:13.861595,2025-07-10 22:41:47.958526,0 days 00:00:34.096931,identity,prod,16,0.00835095431188053,6,gaussian,False,0.00012074230961321314,COMPLETE
313,4.234671450831229e-06,2025-07-10 22:41:47.959213,2025-07-10 22:42:25.942894,0 days 00:00:37.983681,relu,prod,16,0.008572688136339997,6,bell,False,0.00012164712181347547,COMPLETE
314,0.00017824537644628435,2025-07-10 22:42:25.943577,2025-07-10 22:42:36.741324,0 days 00:00:10.797747,identity,prod,64,0.009921403201604177,6,gaussian,False,0.00011799449744269163,COMPLETE
315,4.3145832933078054e-06,2025-07-10 22:42:36.741749,2025-07-10 22:42:56.238158,0 days 00:00:19.496409,identity,prod,32,0.008031177379137644,7,sigmoid,False,0.00011153036707134488,COMPLETE
316,4.091441496711923e-06,2025-07-10 22:42:56.238807,2025-07-10 22:43:32.515883,0 days 00:00:36.277076,relu,prod,16,0.008787696994238026,7,gaussian,False,0.00013899832282004203,COMPLETE
317,2.9432489100145176e-05,2025-07-10 22:43:32.516583,2025-07-10 22:44:04.943635,0 days 00:00:32.427052,identity,prod,16,0.0019999231046716414,5,gaussian,False,0.0001474457907879553,COMPLETE
318,4.108215762244072e-06,2025-07-10 22:44:04.944353,2025-07-10 22:44:42.666459,0 days 00:00:37.722106,relu,prod,16,0.007551974457331665,8,gaussian,False,0.0001282859848855061,COMPLETE
319,3.5677163396030664e-05,2025-07-10 22:44:42.667136,2025-07-10 22:45:17.049555,0 days 00:00:34.382419,identity,prod,16,0.003118062647450996,6,gaussian,False,0.00027341712964651155,COMPLETE
320,2.6020599761977792e-05,2025-07-10 22:45:17.050655,2025-07-10 22:45:25.892592,0 days 00:00:08.841937,identity,prod,64,0.008350030389401158,2,gaussian,False,1.2379324806824216e-05,COMPLETE
321,1.734945544740185e-05,2025-07-10 22:45:25.893247,2025-07-10 22:45:58.825652,0 days 00:00:32.932405,relu,prod,16,0.009119307429319821,5,gaussian,False,0.0004119916171310256,COMPLETE
322,4.6898089749447536e-06,2025-07-10 22:45:58.826326,2025-07-10 22:46:27.967828,0 days 00:00:29.141502,identity,prod,16,0.0009579067976013092,3,gaussian,False,0.00010577390510561706,COMPLETE
323,4.139812517678365e-06,2025-07-10 22:46:27.968519,2025-07-10 22:46:43.987410,0 days 00:00:16.018891,relu,prod,32,0.007518175565294646,3,sigmoid,True,0.00015776267673805515,COMPLETE
324,0.00900778453797102,2025-07-10 22:46:43.988079,2025-07-10 22:46:49.797420,0 days 00:00:05.809341,identity,prod,128,0.004869613229780784,3,gaussian,False,0.000606794560971961,COMPLETE
325,1.2240982869116124e-05,2025-07-10 22:46:49.797853,2025-07-10 22:47:19.264974,0 days 00:00:29.467121,relu,prod,16,0.00696364243961436,3,gaussian,False,1.0987038241748005e-05,COMPLETE
326,4.6517106966348365e-06,2025-07-10 22:47:19.265658,2025-07-10 22:47:55.077934,0 days 00:00:35.812276,identity,min,16,0.005901908808296681,6,bell,False,1.82823729444409e-05,COMPLETE
327,1.4351090612763073e-05,2025-07-10 22:47:55.078639,2025-07-10 22:48:04.904249,0 days 00:00:09.825610,identity,prod,64,0.008361637472161957,4,gaussian,False,1.3281856425340708e-05,COMPLETE
328,3.9282263060158584e-06,2025-07-10 22:48:04.904827,2025-07-10 22:48:32.687080,0 days 00:00:27.782253,relu,prod,16,0.009971885387250632,2,gaussian,False,0.00023606057547397326,COMPLETE
329,4.158517185715027e-06,2025-07-10 22:48:32.687618,2025-07-10 22:49:01.797556,0 days 00:00:29.109938,identity,prod,16,0.007731714523834916,3,gaussian,False,0.00014662351088805668,COMPLETE
330,4.671582701121224e-06,2025-07-10 22:49:01.798245,2025-07-10 22:49:31.276244,0 days 00:00:29.477999,relu,prod,16,0.006785507103045387,3,gaussian,False,0.00048117318778829744,COMPLETE
331,0.20568184554576874,2025-07-10 22:49:31.276959,2025-07-10 22:49:43.404088,0 days 00:00:12.127129,identity,prod,64,0.006262589169799537,9,gaussian,False,1.5067011280474085e-05,COMPLETE
332,4.182883003522875e-06,2025-07-10 22:49:43.404514,2025-07-10 22:50:20.121016,0 days 00:00:36.716502,identity,prod,16,0.009080136897482445,8,sigmoid,False,0.00016930495296243114,COMPLETE
333,8.267785597126931e-05,2025-07-10 22:50:20.121687,2025-07-10 22:50:56.630622,0 days 00:00:36.508935,relu,prod,16,0.00792930232644415,7,gaussian,True,1.6421350212553267e-05,COMPLETE
334,4.0891995922720525e-06,2025-07-10 22:50:56.631322,2025-07-10 22:51:12.936737,0 days 00:00:16.305415,identity,prod,32,0.006939078733176105,3,gaussian,False,9.575522481406635e-05,COMPLETE
335,4.154859652771847e-06,2025-07-10 22:51:12.937416,2025-07-10 22:51:42.473166,0 days 00:00:29.535750,relu,prod,16,0.0053973218138470645,3,gaussian,False,0.0002522330069628956,COMPLETE
336,4.138942585996119e-06,2025-07-10 22:51:42.473867,2025-07-10 22:52:11.683736,0 days 00:00:29.209869,identity,prod,16,0.008648644492964782,3,gaussian,False,0.00020780829322788295,COMPLETE
337,0.00011331499263178557,2025-07-10 22:52:11.684435,2025-07-10 22:52:21.495426,0 days 00:00:09.810991,identity,prod,64,0.007407812526245944,4,gaussian,False,0.0001923393281912224,COMPLETE
338,4.761206582770683e-06,2025-07-10 22:52:21.495862,2025-07-10 22:52:54.207495,0 days 00:00:32.711633,relu,prod,16,0.006155911257999875,3,bell,False,0.00013091108932673662,COMPLETE
339,4.1461876207904425e-06,2025-07-10 22:52:54.208204,2025-07-10 22:53:23.316930,0 days 00:00:29.108726,identity,prod,16,0.009165499116204633,3,gaussian,False,0.00016244433705821316,COMPLETE
340,4.234610059938859e-06,2025-07-10 22:53:23.317620,2025-07-10 22:53:52.947788,0 days 00:00:29.630168,relu,prod,16,0.007991199150735056,3,gaussian,False,1.136080600658712e-05,COMPLETE
341,4.4336652536003385e-06,2025-07-10 22:53:52.948499,2025-07-10 22:54:22.115288,0 days 00:00:29.166789,identity,prod,16,0.007152527736672186,3,gaussian,False,1.3518403198039756e-05,COMPLETE
342,4.14825899497373e-06,2025-07-10 22:54:22.115973,2025-07-10 22:54:37.841697,0 days 00:00:15.725724,identity,prod,32,0.00831796041062182,3,sigmoid,False,0.00014372504951469024,COMPLETE
343,0.002334382850676775,2025-07-10 22:54:37.842365,2025-07-10 22:54:49.619369,0 days 00:00:11.777004,relu,prod,64,0.006428310500653698,8,gaussian,False,0.00018566672490013988,COMPLETE
344,1.6629233869025484e-05,2025-07-10 22:54:49.620049,2025-07-10 22:55:18.951720,0 days 00:00:29.331671,identity,prod,16,0.009149526193567396,3,gaussian,True,0.00022224062069771083,COMPLETE
345,4.252855887898477e-06,2025-07-10 22:55:18.952404,2025-07-10 22:55:50.196007,0 days 00:00:31.243603,relu,prod,16,0.007491982900037147,4,gaussian,False,0.00020377585361218753,COMPLETE
346,3.838179964077426e-06,2025-07-10 22:55:50.196707,2025-07-10 22:56:19.316017,0 days 00:00:29.119310,identity,prod,16,0.009875462197373275,3,gaussian,False,0.000170740977038951,COMPLETE
347,4.079201971762814e-06,2025-07-10 22:56:19.316699,2025-07-10 22:56:46.798109,0 days 00:00:27.481410,identity,prod,16,0.009713611571087239,2,gaussian,False,0.00015744334245620007,COMPLETE
348,6.9681759669038e-06,2025-07-10 22:56:46.798793,2025-07-10 22:56:56.027888,0 days 00:00:09.229095,relu,min,64,0.009947259932392828,3,gaussian,False,0.00017242130703737233,COMPLETE
349,8.883361442713067e-05,2025-07-10 22:56:56.028356,2025-07-10 22:57:01.846273,0 days 00:00:05.817917,identity,prod,128,0.008806023291960102,3,gaussian,False,0.00014996619569450085,COMPLETE
350,4.8270958359353244e-06,2025-07-10 22:57:01.846692,2025-07-10 22:57:30.231343,0 days 00:00:28.384651,relu,prod,16,0.009907093152959809,3,sigmoid,False,0.00013824506668528067,COMPLETE
351,3.6916710541845532e-06,2025-07-10 22:57:30.232043,2025-07-10 22:58:09.497672,0 days 00:00:39.265629,identity,prod,16,0.008774198697304237,9,gaussian,False,0.00017060811268704496,COMPLETE
352,0.002950673457235098,2025-07-10 22:58:09.498372,2025-07-10 22:58:52.488046,0 days 00:00:42.989674,identity,prod,16,0.008893690699763276,9,bell,False,0.00012548220938573496,COMPLETE
353,5.668027370120399e-06,2025-07-10 22:58:52.488752,2025-07-10 22:59:14.537084,0 days 00:00:22.048332,relu,prod,32,0.008570866381274222,9,gaussian,False,1.2678806750204392e-05,COMPLETE
354,4.5710676204180345e-06,2025-07-10 22:59:14.538080,2025-07-10 22:59:53.823545,0 days 00:00:39.285465,identity,prod,16,0.00902867514926423,9,gaussian,False,6.277900076336289e-05,COMPLETE
355,6.133851275080815e-05,2025-07-10 22:59:53.824237,2025-07-10 23:00:06.092841,0 days 00:00:12.268604,relu,prod,64,0.009967428406595744,9,gaussian,False,1.4686848050911979e-05,COMPLETE
356,0.0010352474637329578,2025-07-10 23:00:06.093531,2025-07-10 23:00:45.568222,0 days 00:00:39.474691,identity,prod,16,0.008170280338926807,9,gaussian,True,1.704602609572492e-05,COMPLETE
357,9.417565888725221e-05,2025-07-10 23:00:45.568914,2025-07-10 23:01:25.201602,0 days 00:00:39.632688,identity,prod,16,0.0007543544079869044,9,gaussian,False,2.3102092339025173e-05,COMPLETE
358,4.135655217396561e-06,2025-07-10 23:01:25.202297,2025-07-10 23:02:04.912568,0 days 00:00:39.710271,relu,prod,16,0.009245985211204552,9,gaussian,False,5.0354915537325015e-05,COMPLETE
359,4.442667432158487e-06,2025-07-10 23:02:04.913263,2025-07-10 23:02:36.478062,0 days 00:00:31.564799,identity,prod,16,0.008060712538206966,5,sigmoid,False,0.00016031248952855486,COMPLETE
360,0.236972376704216,2025-07-10 23:02:36.479096,2025-07-10 23:02:46.437017,0 days 00:00:09.957921,relu,prod,64,0.006847968876489381,4,gaussian,False,1.0015351069127294e-05,COMPLETE
361,0.00017419828509446234,2025-07-10 23:02:46.437692,2025-07-10 23:03:13.905836,0 days 00:00:27.468144,identity,prod,16,0.00016170194639281572,2,gaussian,False,0.00018548689080443445,COMPLETE
362,0.0016058539040386677,2025-07-10 23:03:13.906514,2025-07-10 23:03:33.048087,0 days 00:00:19.141573,identity,prod,32,0.0016071486826352245,6,gaussian,False,0.0001709740333120395,COMPLETE
363,4.0520103539165575e-06,2025-07-10 23:03:33.048772,2025-07-10 23:04:02.614481,0 days 00:00:29.565709,relu,prod,16,0.005842475398386679,3,gaussian,False,1.1744021234145713e-05,COMPLETE
364,0.00043182706576772034,2025-07-10 23:04:02.615184,2025-07-10 23:04:45.650695,0 days 00:00:43.035511,identity,prod,16,0.008450370390138498,9,bell,False,1.8833391732678414e-05,COMPLETE
365,3.805025926340022e-06,2025-07-10 23:04:45.651419,2025-07-10 23:05:20.237841,0 days 00:00:34.586422,relu,min,16,0.009953637944628963,7,gaussian,False,0.00015133133285580094,COMPLETE
366,4.162984623690136e-06,2025-07-10 23:05:20.238821,2025-07-10 23:05:54.944869,0 days 00:00:34.706048,relu,min,16,0.009909998879130816,7,gaussian,False,0.00013388062287722556,COMPLETE
367,0.00035345146898180246,2025-07-10 23:05:54.945603,2025-07-10 23:06:05.882280,0 days 00:00:10.936677,relu,min,64,0.009297324908234463,7,gaussian,False,0.0001455446714947132,COMPLETE
368,4.137027644901536e-06,2025-07-10 23:06:05.882795,2025-07-10 23:06:39.720533,0 days 00:00:33.837738,relu,prod,16,0.009927013541362995,6,sigmoid,True,0.00012095104468578058,COMPLETE
369,4.521485152508831e-06,2025-07-10 23:06:39.721158,2025-07-10 23:07:15.980364,0 days 00:00:36.259206,relu,min,16,0.009096397297151696,8,gaussian,False,3.0017859816653955e-05,COMPLETE
370,4.656926194002153e-06,2025-07-10 23:07:15.981066,2025-07-10 23:07:52.132754,0 days 00:00:36.151688,relu,min,16,0.008528227278660377,8,gaussian,False,1.539276722366337e-05,COMPLETE
371,4.009081749245524e-06,2025-07-10 23:07:52.133466,2025-07-10 23:08:11.674792,0 days 00:00:19.541326,relu,min,32,0.008060023581015933,7,gaussian,False,0.00019641430233688503,COMPLETE
372,4.0780691961117554e-06,2025-07-10 23:08:11.675316,2025-07-10 23:08:46.239470,0 days 00:00:34.564154,relu,min,16,0.00997656132694222,7,gaussian,False,0.0001593218650954079,COMPLETE
373,0.0001749442017171532,2025-07-10 23:08:46.240171,2025-07-10 23:08:55.877767,0 days 00:00:09.637596,relu,min,64,0.008954514248821084,4,gaussian,False,0.00018328378925720347,COMPLETE
