number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_lr,params_num_layers,params_shuffle,params_size_layers,params_weight_decay,state
124,5.102763225295348e-06,2025-07-01 21:21:10.771776,2025-07-01 21:21:20.285594,0 days 00:00:09.513818,identity,16,0.00012711536930938417,2,True,63,3.730783138287329e-05,COMPLETE
125,4.4172711568535306e-06,2025-07-01 21:21:20.285917,2025-07-01 21:21:29.726057,0 days 00:00:09.440140,identity,16,0.00011492268420528211,2,True,64,4.579936374207308e-05,COMPLETE
126,4.391818947624415e-06,2025-07-01 21:21:29.726394,2025-07-01 21:21:39.241627,0 days 00:00:09.515233,identity,16,0.00010068258614771647,2,True,68,3.406930464544782e-05,COMPLETE
127,8.470336069876794e-06,2025-07-01 21:21:39.241959,2025-07-01 21:21:48.757827,0 days 00:00:09.515868,identity,16,0.009680512151350212,2,True,59,2.7506108467033092e-05,COMPLETE
128,7.545334938185988e-06,2025-07-01 21:21:48.758162,2025-07-01 21:21:58.181051,0 days 00:00:09.422889,identity,16,0.0001364873349487452,2,True,50,4.165771172933488e-05,COMPLETE
129,0.05230019986629486,2025-07-01 21:21:58.181395,2025-07-01 21:22:08.010721,0 days 00:00:09.829326,sigmoid,16,0.00010923714474974643,2,True,42,2.3282586621654388e-05,COMPLETE
130,6.114731149864383e-06,2025-07-01 21:22:08.011067,2025-07-01 21:22:17.480159,0 days 00:00:09.469092,identity,16,0.00012431782521116316,2,True,57,3.1124642383823525e-05,COMPLETE
131,4.16165312344674e-06,2025-07-01 21:22:17.480499,2025-07-01 21:22:26.897011,0 days 00:00:09.416512,identity,16,0.0001750575333402532,2,True,52,2.140259068571483e-05,COMPLETE
132,1.3058906006335746e-05,2025-07-01 21:22:26.897357,2025-07-01 21:22:36.314595,0 days 00:00:09.417238,identity,16,0.00016793704141298372,2,True,52,2.106288752989767e-05,COMPLETE
133,4.942754458170384e-06,2025-07-01 21:22:36.314942,2025-07-01 21:22:45.759685,0 days 00:00:09.444743,identity,16,0.00014520093333045552,2,True,55,2.6611072928076924e-05,COMPLETE
134,5.394094841904007e-06,2025-07-01 21:22:45.760025,2025-07-01 21:22:55.262801,0 days 00:00:09.502776,identity,16,0.00013434217207616145,2,True,59,2.4531919635661395e-05,COMPLETE
135,5.3204184951027855e-06,2025-07-01 21:22:55.263143,2025-07-01 21:23:04.643924,0 days 00:00:09.380781,identity,16,0.00011142370043992009,2,True,48,4.9164591369246546e-05,COMPLETE
136,5.044799308961956e-06,2025-07-01 21:23:04.644271,2025-07-01 21:23:14.092179,0 days 00:00:09.447908,identity,16,0.00011776391965221299,2,True,53,1.8739301329440883e-05,COMPLETE
137,0.0005038417875766754,2025-07-01 21:23:14.092524,2025-07-01 21:23:24.105170,0 days 00:00:10.012646,relu,16,0.0001814416358422576,2,True,61,2.0658420186427923e-05,COMPLETE
138,9.761666660779156e-06,2025-07-01 21:23:24.105510,2025-07-01 21:23:33.509854,0 days 00:00:09.404344,identity,16,0.00020488041781354947,2,True,49,2.3582563201261848e-05,COMPLETE
139,7.43211376175168e-06,2025-07-01 21:23:33.510208,2025-07-01 21:23:42.821224,0 days 00:00:09.311016,identity,16,0.00014053638191778293,2,True,40,2.96750128855636e-05,COMPLETE
140,8.05416038929252e-06,2025-07-01 21:23:42.821580,2025-07-01 21:23:52.234001,0 days 00:00:09.412421,identity,16,0.00012767859361394957,2,True,52,3.3004357528448204e-05,COMPLETE
141,1.7283764464082196e-05,2025-07-01 21:23:52.234351,2025-07-01 21:24:03.575378,0 days 00:00:11.341027,identity,16,0.00010920400366373706,3,True,67,1.4589296284064432e-05,COMPLETE
142,4.582885139825521e-06,2025-07-01 21:24:03.575725,2025-07-01 21:24:13.048249,0 days 00:00:09.472524,identity,16,0.00017400749997961536,2,True,57,1.2682224488822271e-05,COMPLETE
143,4.977605385647621e-06,2025-07-01 21:24:13.048603,2025-07-01 21:24:22.414082,0 days 00:00:09.365479,identity,16,0.00016263155421450528,2,True,45,1.7921240642828923e-05,COMPLETE
144,4.140290457144147e-06,2025-07-01 21:24:22.414436,2025-07-01 21:24:31.967964,0 days 00:00:09.553528,identity,16,0.00014432311016773279,2,True,71,1.943859656645468e-05,COMPLETE
145,1.8451888536219485e-05,2025-07-01 21:24:31.968308,2025-07-01 21:24:41.495629,0 days 00:00:09.527321,identity,16,0.00012204946923499482,2,True,70,2.195332710283786e-05,COMPLETE
146,5.855497420270694e-06,2025-07-01 21:24:41.495981,2025-07-01 21:24:50.997595,0 days 00:00:09.501614,identity,16,0.00014393168970309328,2,True,65,1.9559743373944473e-05,COMPLETE
147,1.2192895155749284e-05,2025-07-01 21:24:50.997938,2025-07-01 21:25:00.406194,0 days 00:00:09.408256,identity,16,0.00010632577258842784,2,True,49,2.7444931853057605e-05,COMPLETE
148,4.473106400837423e-06,2025-07-01 21:25:00.406542,2025-07-01 21:25:09.892422,0 days 00:00:09.485880,identity,16,0.006516721458533677,2,True,62,2.250285886465131e-05,COMPLETE
149,2.0477085854508914e-05,2025-07-01 21:25:09.892793,2025-07-01 21:25:19.207496,0 days 00:00:09.314703,identity,16,0.0030564368158326896,2,True,39,2.5623073676107853e-05,COMPLETE
150,5.803582098451443e-06,2025-07-01 21:25:19.207847,2025-07-01 21:25:28.556910,0 days 00:00:09.349063,identity,16,0.00015953998894325052,2,True,43,0.00012206207389802885,COMPLETE
151,5.586566203419352e-06,2025-07-01 21:25:28.557254,2025-07-01 21:25:31.968713,0 days 00:00:03.411459,identity,64,0.0001813904525564342,2,True,74,1.578350163742123e-05,COMPLETE
152,1.7481355826021172e-05,2025-07-01 21:25:31.969058,2025-07-01 21:25:35.911599,0 days 00:00:03.942541,identity,64,0.00013275488691446143,3,True,81,1.851040063286301e-05,COMPLETE
153,5.556857104238588e-06,2025-07-01 21:25:35.911946,2025-07-01 21:25:45.459796,0 days 00:00:09.547850,identity,16,0.00019407868326628747,2,True,72,1.4039906234165247e-05,COMPLETE
154,5.814052201458253e-06,2025-07-01 21:25:45.460152,2025-07-01 21:25:48.859136,0 days 00:00:03.398984,identity,64,0.00011929054380736006,2,True,76,2.0244944188496195e-05,COMPLETE
155,4.909548351861304e-06,2025-07-01 21:25:48.859494,2025-07-01 21:25:51.407867,0 days 00:00:02.548373,identity,128,0.00010018066322985943,3,True,56,1.716467597149379e-05,COMPLETE
156,4.6970189941930585e-06,2025-07-01 21:25:51.408216,2025-07-01 21:26:00.820592,0 days 00:00:09.412376,identity,16,0.00014959562593390874,2,True,47,3.6385567335607534e-05,COMPLETE
157,0.05317634344100952,2025-07-01 21:26:00.820957,2025-07-01 21:26:10.623083,0 days 00:00:09.802126,sigmoid,16,0.00025147074457759587,2,True,36,1.4869974405523334e-05,COMPLETE
158,4.813944997295039e-06,2025-07-01 21:26:10.623430,2025-07-01 21:26:13.969008,0 days 00:00:03.345578,identity,64,0.0002216777790810497,2,True,51,2.3685312919041784e-05,COMPLETE
159,3.762360574910417e-05,2025-07-01 21:26:13.969361,2025-07-01 21:26:24.003944,0 days 00:00:10.034583,relu,16,0.00013135030557828215,2,True,60,0.0007575813246352811,COMPLETE
160,4.20545211454737e-06,2025-07-01 21:26:24.004297,2025-07-01 21:26:27.321479,0 days 00:00:03.317182,identity,64,0.00014307774327897594,2,True,45,1.6293973495151002e-05,COMPLETE
161,4.513211933954153e-06,2025-07-01 21:26:27.321836,2025-07-01 21:26:30.688566,0 days 00:00:03.366730,identity,64,0.0001389773800992093,2,True,53,1.8398754612805117e-05,COMPLETE
162,1.0416531040391419e-05,2025-07-01 21:26:30.688934,2025-07-01 21:26:34.017420,0 days 00:00:03.328486,identity,64,0.00016248352618667547,2,True,42,1.703725450239955e-05,COMPLETE
163,5.037127721152501e-06,2025-07-01 21:26:34.017767,2025-07-01 21:26:37.346892,0 days 00:00:03.329125,identity,64,0.00011774189017578169,2,True,45,1.3093436176958123e-05,COMPLETE
164,4.230817012285115e-06,2025-07-01 21:26:37.347247,2025-07-01 21:26:40.730976,0 days 00:00:03.383729,identity,64,0.00014528770263945535,2,True,58,2.072286785475447e-05,COMPLETE
165,4.233963409205899e-06,2025-07-01 21:26:40.731325,2025-07-01 21:26:44.114835,0 days 00:00:03.383510,identity,64,0.00014587975346370513,2,True,58,2.082990072605195e-05,COMPLETE
166,4.8075135055114515e-06,2025-07-01 21:26:44.115193,2025-07-01 21:26:47.466750,0 days 00:00:03.351557,identity,64,0.00014739596884268341,2,True,64,2.0851884122199284e-05,COMPLETE
167,4.8336041800212115e-06,2025-07-01 21:26:47.467099,2025-07-01 21:26:50.819066,0 days 00:00:03.351967,identity,64,0.0001715646155073234,2,True,50,2.0441389134491993e-05,COMPLETE
168,5.117370619700523e-06,2025-07-01 21:26:50.819419,2025-07-01 21:26:54.187302,0 days 00:00:03.367883,identity,64,0.00011453493951111575,2,True,55,2.235288237176967e-05,COMPLETE
169,5.145779596205102e-06,2025-07-01 21:26:54.187658,2025-07-01 21:26:57.483732,0 days 00:00:03.296074,identity,64,0.00014330447781681695,2,False,47,2.541952060480745e-05,COMPLETE
170,4.883847850578604e-06,2025-07-01 21:26:57.484077,2025-07-01 21:27:00.822582,0 days 00:00:03.338505,identity,64,0.00015536573249270197,2,True,52,1.620571220903533e-05,COMPLETE
171,4.469150098884711e-06,2025-07-01 21:27:00.822934,2025-07-01 21:27:10.312930,0 days 00:00:09.489996,identity,16,0.00013161673701755938,2,True,59,2.8481551970962332e-05,COMPLETE
172,4.607405116985319e-06,2025-07-01 21:27:10.313282,2025-07-01 21:27:13.681220,0 days 00:00:03.367938,identity,64,0.0001237442900519425,2,True,58,1.909949678008887e-05,COMPLETE
173,6.602922894671792e-06,2025-07-01 21:27:13.681576,2025-07-01 21:27:23.114656,0 days 00:00:09.433080,identity,16,0.00011073496332034212,2,True,56,2.2461546500200217e-05,COMPLETE
174,4.198784608888673e-06,2025-07-01 21:27:23.115013,2025-07-01 21:27:26.473068,0 days 00:00:03.358055,identity,64,0.00013124380431460945,2,True,54,3.251214641931843e-05,COMPLETE
175,5.054286248196149e-06,2025-07-01 21:27:26.473482,2025-07-01 21:27:29.832771,0 days 00:00:03.359289,identity,64,0.00013550845877962034,2,True,54,3.3800240718934974e-05,COMPLETE
176,4.624484063242562e-06,2025-07-01 21:27:29.833128,2025-07-01 21:27:33.158005,0 days 00:00:03.324877,identity,64,0.00010042856274957262,2,True,49,1.7900094790125444e-05,COMPLETE
177,4.753744633489987e-06,2025-07-01 21:27:33.158360,2025-07-01 21:27:36.521012,0 days 00:00:03.362652,identity,64,0.00015494974612486926,2,True,62,3.9243032114124684e-05,COMPLETE
178,5.870712811884005e-06,2025-07-01 21:27:36.521371,2025-07-01 21:27:39.833362,0 days 00:00:03.311991,identity,64,0.00012021365484701163,2,True,45,2.45605660977311e-05,COMPLETE
179,5.519492333405651e-06,2025-07-01 21:27:39.833718,2025-07-01 21:27:43.221313,0 days 00:00:03.387595,identity,64,0.00017549480647215937,2,True,67,1.934243196152557e-05,COMPLETE
180,4.459345745999599e-06,2025-07-01 21:27:43.221673,2025-07-01 21:27:46.553749,0 days 00:00:03.332076,identity,64,0.00014290522639523242,2,True,52,1.5354932291001156e-05,COMPLETE
181,4.922341304336442e-06,2025-07-01 21:27:46.554114,2025-07-01 21:27:56.025672,0 days 00:00:09.471558,identity,16,0.00012932977610222827,2,True,58,3.118845120603689e-05,COMPLETE
182,1.7327132809441537e-05,2025-07-01 21:27:56.026034,2025-07-01 21:28:05.488236,0 days 00:00:09.462202,identity,16,0.0001224157979950383,2,True,60,0.0004092233730970442,COMPLETE
183,6.598011623282218e-06,2025-07-01 21:28:05.488600,2025-07-01 21:28:14.959974,0 days 00:00:09.471374,identity,16,0.00010945872492044048,2,True,57,2.7398509693474727e-05,COMPLETE
184,4.9654622671369e-06,2025-07-01 21:28:14.960340,2025-07-01 21:28:24.408199,0 days 00:00:09.447859,identity,16,0.00012798271561555876,2,True,55,2.9776819134735262e-05,COMPLETE
185,5.132656951900572e-06,2025-07-01 21:28:24.408554,2025-07-01 21:28:26.665847,0 days 00:00:02.257293,identity,128,0.00014582739570931418,2,True,50,2.143171231678516e-05,COMPLETE
186,5.1191991587984376e-06,2025-07-01 21:28:26.666204,2025-07-01 21:28:29.965795,0 days 00:00:03.299591,identity,64,0.00016270652200800367,2,False,64,2.5807133910460275e-05,COMPLETE
187,5.582171070273034e-06,2025-07-01 21:28:29.966147,2025-07-01 21:28:39.332892,0 days 00:00:09.366745,identity,16,0.00010998220569984608,2,True,42,3.2464882006479754e-05,COMPLETE
188,2.3229775251820683e-05,2025-07-01 21:28:39.333241,2025-07-01 21:28:48.745654,0 days 00:00:09.412413,identity,16,0.004508951063461254,2,True,47,1.767821662030204e-05,COMPLETE
189,0.04960418865084648,2025-07-01 21:28:48.746015,2025-07-01 21:28:52.256397,0 days 00:00:03.510382,sigmoid,64,0.00019858120841911782,2,True,54,4.245495404615136e-05,COMPLETE
190,4.398348664835794e-06,2025-07-01 21:28:52.256769,2025-07-01 21:29:01.742636,0 days 00:00:09.485867,identity,16,0.000134618215566792,2,True,61,2.4041817101473335e-05,COMPLETE
191,1.8665319657884538e-05,2025-07-01 21:29:01.742993,2025-07-01 21:29:05.160787,0 days 00:00:03.417794,identity,64,0.00017439424476660366,2,True,71,1.4683154364423314e-05,COMPLETE
192,4.961108515999513e-06,2025-07-01 21:29:05.161147,2025-07-01 21:29:09.075849,0 days 00:00:03.914702,identity,64,0.00018744594668893097,3,True,57,1.6680926299540916e-05,COMPLETE
193,5.621680884360103e-06,2025-07-01 21:29:09.076191,2025-07-01 21:29:12.519351,0 days 00:00:03.443160,identity,64,0.00015217230371583442,2,True,96,2.025956931203323e-05,COMPLETE
194,4.1409884943277575e-06,2025-07-01 21:29:12.519718,2025-07-01 21:29:15.861664,0 days 00:00:03.341946,identity,64,0.00012024755273695595,2,True,52,1.577752584951223e-05,COMPLETE
195,4.897166036244016e-06,2025-07-01 21:29:15.862018,2025-07-01 21:29:19.208770,0 days 00:00:03.346752,identity,64,0.0001187738487391975,2,True,50,1.9227542920659003e-05,COMPLETE
196,0.0017651986563578248,2025-07-01 21:29:19.209134,2025-07-01 21:29:22.741612,0 days 00:00:03.532478,relu,64,0.00010700403481335797,2,True,53,1.3927197872477754e-05,COMPLETE
197,8.232485015469138e-06,2025-07-01 21:29:22.741974,2025-07-01 21:29:32.083646,0 days 00:00:09.341672,identity,16,0.00012731773164928684,2,True,44,1.5700352667725723e-05,COMPLETE
198,8.035058272071183e-06,2025-07-01 21:29:32.084004,2025-07-01 21:29:41.499182,0 days 00:00:09.415178,identity,16,0.00011751161518134412,2,True,48,3.687960648449491e-05,COMPLETE
199,4.6460631892841775e-06,2025-07-01 21:29:41.499536,2025-07-01 21:29:44.900044,0 days 00:00:03.400508,identity,64,0.0001359740276705596,2,True,59,2.1836718156107823e-05,COMPLETE
200,7.790746167302132e-06,2025-07-01 21:29:44.900406,2025-07-01 21:29:54.358677,0 days 00:00:09.458271,identity,16,0.0001420797630644956,2,False,55,2.8443324287209003e-05,COMPLETE
201,5.274227078189142e-06,2025-07-01 21:29:54.359040,2025-07-01 21:29:57.681446,0 days 00:00:03.322406,identity,64,0.00016221545298149363,2,True,37,1.715261558344173e-05,COMPLETE
202,4.880751930613769e-06,2025-07-01 21:29:57.681807,2025-07-01 21:30:01.042919,0 days 00:00:03.361112,identity,64,0.00010051954116650328,2,True,51,1.2166705379129957e-05,COMPLETE
203,4.166116468695691e-06,2025-07-01 21:30:01.043278,2025-07-01 21:30:04.472553,0 days 00:00:03.429275,identity,64,0.00012752816080819078,2,True,82,1.7883641191377318e-05,COMPLETE
204,4.790567800228018e-06,2025-07-01 21:30:04.472933,2025-07-01 21:30:07.788299,0 days 00:00:03.315366,identity,64,0.00012347547430814873,2,True,40,1.878369557713848e-05,COMPLETE
205,5.096415861771675e-06,2025-07-01 21:30:07.788660,2025-07-01 21:30:11.246517,0 days 00:00:03.457857,identity,64,0.00011254352879738786,2,True,91,2.0952772363679377e-05,COMPLETE
206,4.232907940604491e-06,2025-07-01 21:30:11.246879,2025-07-01 21:30:14.684646,0 days 00:00:03.437767,identity,64,0.00014260248672073511,2,True,85,1.6692892858915927e-05,COMPLETE
207,4.8080769374792e-06,2025-07-01 21:30:14.685019,2025-07-01 21:30:18.135748,0 days 00:00:03.450729,identity,64,0.00014926434941467916,2,True,85,1.6259626854515555e-05,COMPLETE
208,5.396043889049906e-06,2025-07-01 21:30:18.136105,2025-07-01 21:30:21.597945,0 days 00:00:03.461840,identity,64,0.0001370102408656319,2,True,93,1.7596326738005456e-05,COMPLETE
209,4.798454028787091e-06,2025-07-01 21:30:21.598311,2025-07-01 21:30:25.016370,0 days 00:00:03.418059,identity,64,0.0001561935736316717,2,True,81,1.516237872810711e-05,COMPLETE
210,7.977763743838295e-06,2025-07-01 21:30:25.016741,2025-07-01 21:30:28.461751,0 days 00:00:03.445010,identity,64,0.00011310849276697057,2,True,90,1.9764025379616773e-05,COMPLETE
211,5.792671800008975e-06,2025-07-01 21:30:28.462096,2025-07-01 21:30:31.904607,0 days 00:00:03.442511,identity,64,0.0001262711574324104,2,True,87,1.855210571439245e-05,COMPLETE
212,9.697439054434653e-06,2025-07-01 21:30:31.904982,2025-07-01 21:30:41.552996,0 days 00:00:09.648014,identity,16,0.00013945796802853884,2,True,84,2.3524235412921043e-05,COMPLETE
213,6.1240980357979424e-06,2025-07-01 21:30:41.553357,2025-07-01 21:30:44.909011,0 days 00:00:03.355654,identity,64,0.000130920085534344,2,True,56,1.6705725605505673e-05,COMPLETE
214,5.79420839130762e-06,2025-07-01 21:30:44.909379,2025-07-01 21:30:54.357325,0 days 00:00:09.447946,identity,16,0.0001191833142890436,2,True,52,0.00020637257554178363,COMPLETE
215,7.93146864452865e-06,2025-07-01 21:30:54.357684,2025-07-01 21:30:59.968483,0 days 00:00:05.610799,identity,32,0.00014651733847430352,2,True,79,1.3936830902146788e-05,COMPLETE
216,8.537670510122553e-06,2025-07-01 21:30:59.968871,2025-07-01 21:31:03.305643,0 days 00:00:03.336772,identity,64,0.0007251110019854051,2,True,46,2.1991588954404e-05,COMPLETE
217,4.229103524266975e-06,2025-07-01 21:31:03.306008,2025-07-01 21:31:12.615230,0 days 00:00:09.309222,identity,16,0.00010745232228896095,2,True,34,3.360721487362937e-05,COMPLETE
218,4.573484602587996e-06,2025-07-01 21:31:12.615608,2025-07-01 21:31:21.934864,0 days 00:00:09.319256,identity,16,0.00010352238475576975,2,True,35,3.3444330229660085e-05,COMPLETE
219,4.914839337288868e-06,2025-07-01 21:31:21.935235,2025-07-01 21:31:25.222828,0 days 00:00:03.287593,identity,64,0.0001129958780404778,2,True,33,1.7923978859474146e-05,COMPLETE
220,5.086264536657836e-06,2025-07-01 21:31:25.223191,2025-07-01 21:31:27.399192,0 days 00:00:02.176001,identity,128,0.00010847306685552519,2,False,32,1.9950384825591837e-05,COMPLETE
221,4.2693750401667785e-06,2025-07-01 21:31:27.399561,2025-07-01 21:31:36.698005,0 days 00:00:09.298444,identity,16,0.000127988277198324,2,True,29,2.9920930438016247e-05,COMPLETE
222,5.301658802636666e-06,2025-07-01 21:31:36.698377,2025-07-01 21:31:46.006367,0 days 00:00:09.307990,identity,16,0.0001275605330260631,2,True,27,3.164381098842418e-05,COMPLETE
223,5.851882178831147e-06,2025-07-01 21:31:46.006733,2025-07-01 21:31:55.319641,0 days 00:00:09.312908,identity,16,0.00011913432049040453,2,True,30,3.476896547719656e-05,COMPLETE
224,4.432061814441113e-06,2025-07-01 21:31:55.320009,2025-07-01 21:32:04.597868,0 days 00:00:09.277859,identity,16,0.00013744592023212405,2,True,21,2.6353411511348174e-05,COMPLETE
225,6.540257800224936e-06,2025-07-01 21:32:04.598236,2025-07-01 21:32:13.881591,0 days 00:00:09.283355,identity,16,0.00010033530165754514,2,True,28,3.759262976099172e-05,COMPLETE
226,5.1654210437845904e-06,2025-07-01 21:32:13.881962,2025-07-01 21:32:23.296831,0 days 00:00:09.414869,identity,16,0.00016428237877295402,2,True,48,1.552726475045199e-05,COMPLETE
227,4.487108981265919e-06,2025-07-01 21:32:23.297208,2025-07-01 21:32:26.729553,0 days 00:00:03.432345,identity,64,0.00014595200932204395,2,True,83,2.914468450457367e-05,COMPLETE
228,5.641466486849822e-06,2025-07-01 21:32:26.729914,2025-07-01 21:32:36.101540,0 days 00:00:09.371626,identity,16,0.00012801238165425612,2,True,42,1.807597784891225e-05,COMPLETE
229,0.05529492720961571,2025-07-01 21:32:36.101911,2025-07-01 21:32:39.541636,0 days 00:00:03.439725,sigmoid,64,0.00011400667288512326,2,True,34,2.2921668895832396e-05,COMPLETE
230,7.111657396308146e-06,2025-07-01 21:32:39.542004,2025-07-01 21:32:49.141592,0 days 00:00:09.599588,identity,16,0.00015321352248816439,2,True,76,2.0249624131208672e-05,COMPLETE
231,4.5478045649360865e-06,2025-07-01 21:32:49.141968,2025-07-01 21:32:58.665326,0 days 00:00:09.523358,identity,16,0.00013344001071133945,2,True,59,3.055483536537613e-05,COMPLETE
232,5.1701231313927565e-06,2025-07-01 21:32:58.665698,2025-07-01 21:33:08.142963,0 days 00:00:09.477265,identity,16,0.00012286823888577473,2,True,54,2.6116746626844716e-05,COMPLETE
233,5.904621957597556e-06,2025-07-01 21:33:08.143328,2025-07-01 21:33:17.434793,0 days 00:00:09.291465,identity,16,0.00012036808441606342,2,True,24,2.895619263923651e-05,COMPLETE
234,8.00745328888297e-06,2025-07-01 21:33:17.435165,2025-07-01 21:33:26.778206,0 days 00:00:09.343041,identity,16,0.00010854527766066287,2,True,38,3.4736639755117535e-05,COMPLETE
235,1.152677032223437e-05,2025-07-01 21:33:26.778573,2025-07-01 21:33:36.281310,0 days 00:00:09.502737,identity,16,0.0001407124758824864,2,True,62,1.6397678929245806e-05,COMPLETE
236,0.0009695499902591109,2025-07-01 21:33:36.281684,2025-07-01 21:33:39.833777,0 days 00:00:03.552093,relu,64,0.0001678960828556253,2,True,57,2.497977710823536e-05,COMPLETE
237,5.454330221255077e-06,2025-07-01 21:33:39.834141,2025-07-01 21:33:49.291011,0 days 00:00:09.456870,identity,16,0.00012809532704594433,2,True,51,2.1510046118702836e-05,COMPLETE
238,1.096822688850807e-05,2025-07-01 21:33:49.291384,2025-07-01 21:33:58.770040,0 days 00:00:09.478656,identity,16,0.00015094581831971978,2,True,53,4.0336071470347274e-05,COMPLETE
239,4.394815277919406e-06,2025-07-01 21:33:58.770417,2025-07-01 21:34:02.198709,0 days 00:00:03.428292,identity,64,0.00010902570510445774,2,True,82,3.2415622077111517e-05,COMPLETE
240,4.253608494764194e-06,2025-07-01 21:34:02.199071,2025-07-01 21:34:11.699336,0 days 00:00:09.500265,identity,16,0.00010000615727168105,2,True,55,9.459327666482364e-05,COMPLETE
241,1.2299187801545486e-05,2025-07-01 21:34:11.699713,2025-07-01 21:34:21.235297,0 days 00:00:09.535584,identity,16,0.00010047432322940077,2,True,58,0.00014360024299827392,COMPLETE
242,7.098108653735835e-06,2025-07-01 21:34:21.235671,2025-07-01 21:34:30.746384,0 days 00:00:09.510713,identity,16,0.0001149223713032073,2,True,55,1.8701922723051245e-05,COMPLETE
243,4.344832632341422e-06,2025-07-01 21:34:30.746759,2025-07-01 21:34:40.273257,0 days 00:00:09.526498,identity,16,0.00012737802156970903,2,True,60,1.6651086086103575e-05,COMPLETE
244,8.528178113920148e-06,2025-07-01 21:34:40.273640,2025-07-01 21:34:49.762450,0 days 00:00:09.488810,identity,16,0.00011747910343968414,2,True,56,6.857944119188101e-05,COMPLETE
245,4.5338902054936625e-06,2025-07-01 21:34:49.762816,2025-07-01 21:34:59.212345,0 days 00:00:09.449529,identity,16,0.00014119677371034596,2,True,49,2.796835278949677e-05,COMPLETE
246,5.1732795327552594e-06,2025-07-01 21:34:59.212728,2025-07-01 21:35:02.540372,0 days 00:00:03.327644,identity,64,0.00013130627102653054,2,False,53,1.4291493788832505e-05,COMPLETE
247,7.589628239657031e-06,2025-07-01 21:35:02.540771,2025-07-01 21:35:11.981467,0 days 00:00:09.440696,identity,16,0.0001035623318117285,2,True,46,1.961395109057442e-05,COMPLETE
248,4.1713410610100254e-06,2025-07-01 21:35:11.981835,2025-07-01 21:35:15.357954,0 days 00:00:03.376119,identity,64,0.00012012637547692433,2,True,58,3.0563716022731034e-05,COMPLETE
