number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_lr,params_num_layers,params_shuffle,params_size_layers,params_weight_decay,state
249,5.304075330059277e-06,2025-07-01 21:35:15.358323,2025-07-01 21:35:18.695381,0 days 00:00:03.337058,identity,64,0.00010915668963095024,2,True,50,3.564881039642077e-05,COMPLETE
250,5.825874268339248e-06,2025-07-01 21:35:18.695757,2025-07-01 21:35:22.005438,0 days 00:00:03.309681,identity,64,0.00011914761562434542,2,True,44,8.235231008601406e-05,COMPLETE
251,4.794169399247039e-06,2025-07-01 21:35:22.005816,2025-07-01 21:35:25.371796,0 days 00:00:03.365980,identity,64,0.00010069050160153491,2,True,53,4.4825840965178075e-05,COMPLETE
252,5.6323569879168645e-06,2025-07-01 21:35:25.372163,2025-07-01 21:35:28.735795,0 days 00:00:03.363632,identity,64,0.00013606433031934894,2,True,61,0.0001047819704298253,COMPLETE
253,4.161727247264935e-06,2025-07-01 21:35:28.736167,2025-07-01 21:35:32.139096,0 days 00:00:03.402929,identity,64,0.00015430319027769446,2,True,57,9.337873539570654e-05,COMPLETE
254,5.974348823656328e-06,2025-07-01 21:35:32.139457,2025-07-01 21:35:35.519038,0 days 00:00:03.379581,identity,64,0.00017344811578658272,2,True,56,9.807562820897505e-05,COMPLETE
255,4.25081088906154e-06,2025-07-01 21:35:35.519406,2025-07-01 21:35:38.962884,0 days 00:00:03.443478,identity,64,0.00015846840657797055,2,True,78,1.7186365304334086e-05,COMPLETE
256,7.163940153986914e-06,2025-07-01 21:35:38.963270,2025-07-01 21:35:42.292889,0 days 00:00:03.329619,identity,64,0.00015977226838870967,2,True,40,0.00011708147969982276,COMPLETE
257,4.437421466718661e-06,2025-07-01 21:35:42.293273,2025-07-01 21:35:45.614514,0 days 00:00:03.321241,identity,64,0.00018984631903496172,2,True,31,8.379950355526483e-05,COMPLETE
258,5.6238573051814456e-06,2025-07-01 21:35:45.614910,2025-07-01 21:35:49.032203,0 days 00:00:03.417293,identity,64,0.0009263297285652018,2,False,87,5.340223026692069e-05,COMPLETE
259,7.398589332296979e-06,2025-07-01 21:35:49.032588,2025-07-01 21:35:52.356649,0 days 00:00:03.324061,identity,64,0.00015592115474062304,2,True,25,0.0002465988270356084,COMPLETE
260,7.168921456468524e-06,2025-07-01 21:35:52.357050,2025-07-01 21:35:55.756399,0 days 00:00:03.399349,identity,64,0.00014622699932671887,2,True,55,9.100794138571316e-05,COMPLETE
261,0.05326685681939125,2025-07-01 21:35:55.756784,2025-07-01 21:35:59.297240,0 days 00:00:03.540456,sigmoid,64,0.00016890074455744598,2,True,51,1.7541922972878515e-05,COMPLETE
262,4.398475539346691e-06,2025-07-01 21:35:59.297621,2025-07-01 21:36:02.657304,0 days 00:00:03.359683,identity,64,0.00017777843985982314,2,True,49,2.05905476771916e-05,COMPLETE
263,5.254124971543206e-06,2025-07-01 21:36:02.657687,2025-07-01 21:36:06.057125,0 days 00:00:03.399438,identity,64,0.00014963128659341475,2,True,63,1.8770816242098968e-05,COMPLETE
264,0.0010393719421699643,2025-07-01 21:36:06.057492,2025-07-01 21:36:11.963983,0 days 00:00:05.906491,relu,32,0.00013462245621569604,2,True,59,6.155071988561805e-05,COMPLETE
265,1.001165401248727e-05,2025-07-01 21:36:11.964364,2025-07-01 21:36:14.250798,0 days 00:00:02.286434,identity,128,0.0019934928472072917,2,True,47,1.5095274942565389e-05,COMPLETE
266,4.230705599184148e-06,2025-07-01 21:36:14.251186,2025-07-01 21:36:17.645726,0 days 00:00:03.394540,identity,64,0.00015973686758356275,2,True,53,1.3267080515869883e-05,COMPLETE
267,8.587935553805437e-06,2025-07-01 21:36:17.646116,2025-07-01 21:36:21.022129,0 days 00:00:03.376013,identity,64,0.00015907045361863114,2,True,52,1.2085493873340573e-05,COMPLETE
268,4.13675252275425e-06,2025-07-01 21:36:21.022505,2025-07-01 21:36:24.359627,0 days 00:00:03.337122,identity,64,0.00014322052770450257,2,True,44,2.366509834772768e-05,COMPLETE
269,4.7607795750082005e-06,2025-07-01 21:36:24.359995,2025-07-01 21:36:27.704596,0 days 00:00:03.344601,identity,64,0.00014167321606108177,2,True,37,2.4592549212984178e-05,COMPLETE
270,5.619142484647455e-06,2025-07-01 21:36:27.704984,2025-07-01 21:36:30.954979,0 days 00:00:03.249995,identity,64,0.00011275974555077098,2,False,20,9.554354537167958e-05,COMPLETE
271,5.009329015592812e-06,2025-07-01 21:36:30.955375,2025-07-01 21:36:34.299801,0 days 00:00:03.344426,identity,64,0.00012183634164016687,2,True,44,2.3142544569735646e-05,COMPLETE
272,5.69008670936455e-06,2025-07-01 21:36:34.300180,2025-07-01 21:36:37.681789,0 days 00:00:03.381609,identity,64,0.0001385206228913627,2,True,56,1.2897843414552025e-05,COMPLETE
273,4.159618129051523e-06,2025-07-01 21:36:37.682169,2025-07-01 21:36:41.033236,0 days 00:00:03.351067,identity,64,0.00011100452813881892,2,True,42,2.1831227854806598e-05,COMPLETE
274,5.378608875616919e-06,2025-07-01 21:36:41.033613,2025-07-01 21:36:44.388327,0 days 00:00:03.354714,identity,64,0.00010008525112419246,2,True,41,2.241585281984582e-05,COMPLETE
275,4.165640348219313e-06,2025-07-01 21:36:44.388720,2025-07-01 21:36:47.834053,0 days 00:00:03.445333,identity,64,0.00011048077985664576,2,True,79,2.0387137475525697e-05,COMPLETE
276,8.237938891397789e-05,2025-07-01 21:36:47.834422,2025-07-01 21:36:51.276677,0 days 00:00:03.442255,identity,64,0.001545536166307012,2,True,77,2.112972340894443e-05,COMPLETE
277,5.696031166735338e-06,2025-07-01 21:36:51.277077,2025-07-01 21:36:54.721936,0 days 00:00:03.444859,identity,64,0.00010779523999410051,2,True,79,1.984808780379499e-05,COMPLETE
278,9.359456271340605e-06,2025-07-01 21:36:54.722310,2025-07-01 21:36:58.177278,0 days 00:00:03.454968,identity,64,0.0001158697064840181,2,True,84,1.8764912412104294e-05,COMPLETE
279,4.2839551497309e-06,2025-07-01 21:36:58.177664,2025-07-01 21:37:01.607225,0 days 00:00:03.429561,identity,64,0.00011058960061811249,2,True,80,1.106577110411283e-05,COMPLETE
280,5.2923614930477925e-06,2025-07-01 21:37:01.607598,2025-07-01 21:37:04.973959,0 days 00:00:03.366361,identity,64,0.0001243617934450408,2,True,43,2.1457279893897716e-05,COMPLETE
281,4.4073863136873115e-06,2025-07-01 21:37:04.974332,2025-07-01 21:37:08.451188,0 days 00:00:03.476856,identity,64,0.0001479129174255202,2,True,75,7.600139884076673e-05,COMPLETE
282,4.470292878977489e-06,2025-07-01 21:37:08.451564,2025-07-01 21:37:11.802582,0 days 00:00:03.351018,identity,64,0.00013584204213162372,2,True,39,1.7309858545942205e-05,COMPLETE
283,6.097211553424131e-06,2025-07-01 21:37:11.802956,2025-07-01 21:37:15.138414,0 days 00:00:03.335458,identity,64,0.00010845268525495244,2,True,44,0.00011758877620291466,COMPLETE
284,0.05463705211877823,2025-07-01 21:37:15.138803,2025-07-01 21:37:18.639084,0 days 00:00:03.500281,sigmoid,64,0.0002098589136659217,2,True,41,1.998753346926803e-05,COMPLETE
285,6.5681674641382415e-06,2025-07-01 21:37:18.639466,2025-07-01 21:37:22.085216,0 days 00:00:03.445750,identity,64,0.0001003966065929353,2,True,81,2.337922993054495e-05,COMPLETE
286,1.2200041055621114e-05,2025-07-01 21:37:22.085593,2025-07-01 21:37:25.499690,0 days 00:00:03.414097,identity,64,0.00011839125452726886,2,True,66,1.346752902109088e-05,COMPLETE
287,5.205512934480794e-06,2025-07-01 21:37:25.500081,2025-07-01 21:37:28.932992,0 days 00:00:03.432911,identity,64,0.00040752703448742494,2,True,72,3.879723911284247e-05,COMPLETE
288,0.010690920054912567,2025-07-01 21:37:28.933374,2025-07-01 21:37:32.531731,0 days 00:00:03.598357,relu,64,0.0001309913356762399,2,True,69,1.6648090699426587e-05,COMPLETE
289,6.126486823632149e-06,2025-07-01 21:37:32.532115,2025-07-01 21:37:35.934741,0 days 00:00:03.402626,identity,64,0.0001598385769727805,2,True,58,1.868449000466891e-05,COMPLETE
290,4.710339908342576e-06,2025-07-01 21:37:35.935127,2025-07-01 21:37:39.296596,0 days 00:00:03.361469,identity,64,0.00014682101236799006,2,True,54,1.535351275260619e-05,COMPLETE
291,5.064502147433814e-06,2025-07-01 21:37:39.297029,2025-07-01 21:37:42.631840,0 days 00:00:03.334811,identity,64,0.00011688539027740264,2,True,46,2.2403554143988816e-05,COMPLETE
292,4.8040847104857676e-06,2025-07-01 21:37:42.632216,2025-07-01 21:37:45.964335,0 days 00:00:03.332119,identity,64,0.00012747097228262968,2,True,49,1.950660316894876e-05,COMPLETE
293,4.628132955986075e-06,2025-07-01 21:37:45.964727,2025-07-01 21:37:49.321565,0 days 00:00:03.356838,identity,64,0.00016933326680899664,2,True,60,2.1344508423873553e-05,COMPLETE
294,5.2364748626132496e-06,2025-07-01 21:37:49.321940,2025-07-01 21:37:51.634563,0 days 00:00:02.312623,identity,128,0.00014221412183688828,2,True,57,2.5712827021294906e-05,COMPLETE
295,8.50917786010541e-06,2025-07-01 21:37:51.634946,2025-07-01 21:37:57.128754,0 days 00:00:05.493808,identity,32,0.00018689439533332915,2,True,52,1.7806939120052355e-05,COMPLETE
296,7.740682121948339e-06,2025-07-01 21:37:57.129136,2025-07-01 21:38:00.496684,0 days 00:00:03.367548,identity,64,0.00011116411857534162,2,True,62,0.0004534824504193669,COMPLETE
297,5.194083314563613e-06,2025-07-01 21:38:00.497089,2025-07-01 21:38:03.918732,0 days 00:00:03.421643,identity,64,0.0001238550384726567,2,True,83,0.00017270584201733004,COMPLETE
298,4.227914814691758e-06,2025-07-01 21:38:03.919112,2025-07-01 21:38:07.235545,0 days 00:00:03.316433,identity,64,0.00010004996563401358,2,True,39,1.5926286574760155e-05,COMPLETE
299,5.190099273022497e-06,2025-07-01 21:38:07.235931,2025-07-01 21:38:10.555631,0 days 00:00:03.319700,identity,64,0.00015675302099221134,2,True,39,1.4378758987728004e-05,COMPLETE
300,5.226957455306547e-06,2025-07-01 21:38:10.556026,2025-07-01 21:38:13.858772,0 days 00:00:03.302746,identity,64,0.00013316873077853214,2,True,35,1.708777584533334e-05,COMPLETE
301,4.518937203101814e-06,2025-07-01 21:38:13.859149,2025-07-01 21:38:17.169865,0 days 00:00:03.310716,identity,64,0.0001091727936668597,2,True,38,1.60325686747596e-05,COMPLETE
302,8.271029400930274e-06,2025-07-01 21:38:17.170246,2025-07-01 21:38:20.492459,0 days 00:00:03.322213,identity,64,0.000144549446798906,2,True,41,0.0003157125322851259,COMPLETE
303,4.822702976525761e-06,2025-07-01 21:38:20.492867,2025-07-01 21:38:23.819929,0 days 00:00:03.327062,identity,64,0.0001229732209441393,2,True,43,1.3662021635094934e-05,COMPLETE
304,5.4826336963742506e-06,2025-07-01 21:38:23.820300,2025-07-01 21:38:27.126963,0 days 00:00:03.306663,identity,64,0.00013662530824781478,2,True,37,1.5862915191550126e-05,COMPLETE
305,2.2688205717713572e-05,2025-07-01 21:38:27.127380,2025-07-01 21:38:30.451916,0 days 00:00:03.324536,identity,64,0.0010897387637686425,2,True,46,2.036540134609836e-05,COMPLETE
306,9.610355846234597e-06,2025-07-01 21:38:30.452309,2025-07-01 21:38:33.895326,0 days 00:00:03.443017,identity,64,0.00016587108379478613,2,True,86,3.305596690618913e-05,COMPLETE
307,0.049520671367645264,2025-07-01 21:38:33.895706,2025-07-01 21:38:37.370186,0 days 00:00:03.474480,sigmoid,64,0.0012678453899397028,2,True,48,1.851310125670859e-05,COMPLETE
308,5.829808287671767e-06,2025-07-01 21:38:37.370578,2025-07-01 21:38:40.780290,0 days 00:00:03.409712,identity,64,0.00011524181968653673,2,True,78,2.3780309799102258e-05,COMPLETE
309,4.205887762509519e-06,2025-07-01 21:38:40.780676,2025-07-01 21:38:44.091765,0 days 00:00:03.311089,identity,64,0.00014933449559799444,2,True,44,4.139285041673281e-05,COMPLETE
310,5.240452082944103e-06,2025-07-01 21:38:44.092166,2025-07-01 21:38:47.412161,0 days 00:00:03.319995,identity,64,0.00012853236701495415,2,True,45,4.298368894410015e-05,COMPLETE
311,1.1561225652694702,2025-07-01 21:38:47.412541,2025-07-01 21:38:50.897617,0 days 00:00:03.485076,relu,64,0.000145126749144631,2,True,42,3.630682233184844e-05,COMPLETE
312,4.857228759647114e-06,2025-07-01 21:38:50.897996,2025-07-01 21:38:54.210959,0 days 00:00:03.312963,identity,64,0.00010670785021705445,2,True,35,4.063702058223345e-05,COMPLETE
313,4.6705117711098865e-06,2025-07-01 21:38:54.211346,2025-07-01 21:38:57.523540,0 days 00:00:03.312194,identity,64,0.0005404797346167713,2,True,40,3.5328922625222334e-05,COMPLETE
314,4.151942448515911e-06,2025-07-01 21:38:57.523910,2025-07-01 21:39:02.987004,0 days 00:00:05.463094,identity,32,0.00011965002921110064,2,True,43,3.2458052498728516e-05,COMPLETE
315,6.881793069624109e-06,2025-07-01 21:39:02.987390,2025-07-01 21:39:08.429140,0 days 00:00:05.441750,identity,32,0.00012003308384818147,2,True,45,3.321392541824174e-05,COMPLETE
316,4.247053766448516e-06,2025-07-01 21:39:08.429526,2025-07-01 21:39:13.889985,0 days 00:00:05.460459,identity,32,0.00010010698391412943,2,True,43,3.7138258226548735e-05,COMPLETE
317,7.5080151873407885e-06,2025-07-01 21:39:13.890375,2025-07-01 21:39:17.212043,0 days 00:00:03.321668,identity,64,0.00011249755526883603,2,True,48,2.6639671464072126e-05,COMPLETE
318,9.873824637907092e-06,2025-07-01 21:39:17.212439,2025-07-01 21:39:22.650362,0 days 00:00:05.437923,identity,32,0.00012332394099519488,2,True,42,4.9658639280189635e-05,COMPLETE
319,1.0201082659477834e-05,2025-07-01 21:39:22.650745,2025-07-01 21:39:28.067391,0 days 00:00:05.416646,identity,32,0.000131182267305273,2,True,37,3.1346925032361915e-05,COMPLETE
320,4.416514912009006e-06,2025-07-01 21:39:28.067775,2025-07-01 21:39:33.516805,0 days 00:00:05.449030,identity,32,0.00010987297686365156,2,True,39,3.204583787648652e-05,COMPLETE
321,6.420730187528534e-06,2025-07-01 21:39:33.517201,2025-07-01 21:39:38.993956,0 days 00:00:05.476755,identity,32,0.00011745438620505404,2,True,50,3.9238389772994885e-05,COMPLETE
322,4.5932570174045395e-06,2025-07-01 21:39:38.994351,2025-07-01 21:39:42.338458,0 days 00:00:03.344107,identity,64,0.00013178830798320137,2,True,47,2.9751353309421694e-05,COMPLETE
323,5.033817615185399e-06,2025-07-01 21:39:42.338864,2025-07-01 21:39:45.656605,0 days 00:00:03.317741,identity,64,0.00010630635879402077,2,True,45,3.5128203896346164e-05,COMPLETE
324,5.1817387429764494e-06,2025-07-01 21:39:45.657006,2025-07-01 21:39:47.890212,0 days 00:00:02.233206,identity,128,0.00013967232988465063,2,True,33,2.802326080519772e-05,COMPLETE
325,4.4033608901372645e-06,2025-07-01 21:39:47.890602,2025-07-01 21:39:51.220467,0 days 00:00:03.329865,identity,64,0.000119394498640156,2,True,41,3.136533504442699e-05,COMPLETE
326,6.5924277805606835e-06,2025-07-01 21:39:51.220877,2025-07-01 21:39:56.723046,0 days 00:00:05.502169,identity,32,0.00015407000714048858,2,True,51,1.4485305762451319e-05,COMPLETE
327,4.153715963184368e-06,2025-07-01 21:39:56.723436,2025-07-01 21:40:00.067176,0 days 00:00:03.343740,identity,64,0.00013502611299557156,2,True,43,2.422828036426994e-05,COMPLETE
328,9.172201316687278e-06,2025-07-01 21:40:00.067562,2025-07-01 21:40:03.380492,0 days 00:00:03.312930,identity,64,0.0002812325737794236,2,True,44,2.646308739665436e-05,COMPLETE
329,7.188353720266605e-06,2025-07-01 21:40:03.380895,2025-07-01 21:40:06.721399,0 days 00:00:03.340504,identity,64,0.00010029012913489728,2,True,43,2.4709432739748515e-05,COMPLETE
330,6.660685357928742e-06,2025-07-01 21:40:06.721775,2025-07-01 21:40:10.064546,0 days 00:00:03.342771,identity,64,0.000123448168198712,2,True,47,2.261276305050435e-05,COMPLETE
331,0.05224865302443504,2025-07-01 21:40:10.064964,2025-07-01 21:40:19.901409,0 days 00:00:09.836445,sigmoid,16,0.00011029690509561016,2,True,40,2.4718894059762513e-05,COMPLETE
332,4.145534148847219e-06,2025-07-01 21:40:19.901802,2025-07-01 21:40:23.265480,0 days 00:00:03.363678,identity,64,0.00013381404892138726,2,True,53,2.8404685025538377e-05,COMPLETE
333,4.6761629164393526e-06,2025-07-01 21:40:23.265873,2025-07-01 21:40:26.634411,0 days 00:00:03.368538,identity,64,0.00018482382599089702,2,True,53,2.835108604863441e-05,COMPLETE
334,5.063923708803486e-06,2025-07-01 21:40:26.634804,2025-07-01 21:40:29.876985,0 days 00:00:03.242181,identity,64,0.0001345847093487189,2,True,9,3.33390122251152e-05,COMPLETE
335,0.00030635911389254034,2025-07-01 21:40:29.877380,2025-07-01 21:40:39.707905,0 days 00:00:09.830525,relu,16,0.0003354317173772272,2,True,37,2.9168048487897504e-05,COMPLETE
336,7.65473123465199e-06,2025-07-01 21:40:39.708296,2025-07-01 21:40:43.076721,0 days 00:00:03.368425,identity,64,0.00015309082749045616,2,True,54,3.153377162161534e-05,COMPLETE
337,4.3716590880649164e-06,2025-07-01 21:40:43.077112,2025-07-01 21:40:46.427253,0 days 00:00:03.350141,identity,64,0.00017419222709550076,2,True,51,2.6874584617297322e-05,COMPLETE
338,4.3956583795079496e-06,2025-07-01 21:40:46.427650,2025-07-01 21:40:55.741940,0 days 00:00:09.314290,identity,16,0.000132500022735317,2,True,39,3.684526692507489e-05,COMPLETE
339,2.027934715442825e-05,2025-07-01 21:40:55.742323,2025-07-01 21:41:01.238140,0 days 00:00:05.495817,identity,32,0.00011802132132757544,2,True,56,3.0504170845568498e-05,COMPLETE
340,6.729324923071545e-06,2025-07-01 21:41:01.238533,2025-07-01 21:41:04.595498,0 days 00:00:03.356965,identity,64,0.0001513088053105454,2,True,60,2.4064363386897567e-05,COMPLETE
341,5.581167442869628e-06,2025-07-01 21:41:04.595898,2025-07-01 21:41:06.864388,0 days 00:00:02.268490,identity,128,0.00013808138249655886,2,True,64,2.7092641849418633e-05,COMPLETE
342,5.451175638881978e-06,2025-07-01 21:41:06.864779,2025-07-01 21:41:10.190397,0 days 00:00:03.325618,identity,64,0.0001132008921598969,2,True,42,4.4192043954395374e-05,COMPLETE
343,4.141832050663652e-06,2025-07-01 21:41:10.190781,2025-07-01 21:41:19.593994,0 days 00:00:09.403213,identity,16,0.00012614218846500335,2,True,49,3.327134925603592e-05,COMPLETE
344,7.072914741002023e-06,2025-07-01 21:41:19.594384,2025-07-01 21:41:29.013188,0 days 00:00:09.418804,identity,16,0.0001248480134284047,2,True,50,3.1228335009518905e-05,COMPLETE
345,4.737233666674001e-06,2025-07-01 21:41:29.013569,2025-07-01 21:41:38.412954,0 days 00:00:09.399385,identity,16,0.00010805370063618683,2,True,46,3.504643796879534e-05,COMPLETE
346,4.9407262849854305e-06,2025-07-01 21:41:38.413349,2025-07-01 21:41:47.840567,0 days 00:00:09.427218,identity,16,0.00012335901687678455,2,True,49,3.561571334511263e-05,COMPLETE
347,6.396217031578999e-06,2025-07-01 21:41:47.840961,2025-07-01 21:41:57.169799,0 days 00:00:09.328838,identity,16,0.00010118633847685935,2,True,44,4.1138501085352985e-05,COMPLETE
348,5.562722890317673e-06,2025-07-01 21:41:57.170182,2025-07-01 21:42:06.598409,0 days 00:00:09.428227,identity,16,0.00013382375855832416,2,True,53,3.8428225666055536e-05,COMPLETE
349,5.088544639875181e-06,2025-07-01 21:42:06.598803,2025-07-01 21:42:16.010334,0 days 00:00:09.411531,identity,16,0.00011331640777833327,2,True,49,2.928766051474822e-05,COMPLETE
350,5.749650881625712e-06,2025-07-01 21:42:16.010728,2025-07-01 21:42:25.300411,0 days 00:00:09.289683,identity,16,0.0001247732220507975,2,True,35,3.422028809265946e-05,COMPLETE
351,4.494787845032988e-06,2025-07-01 21:42:25.300813,2025-07-01 21:42:34.692804,0 days 00:00:09.391991,identity,16,0.00014636150539507103,2,True,46,3.2625445252413905e-05,COMPLETE
352,5.181305368751055e-06,2025-07-01 21:42:34.693194,2025-07-01 21:42:44.015826,0 days 00:00:09.322632,identity,16,0.00019996965513514062,2,True,41,1.0835767319443338e-05,COMPLETE
353,0.047238413244485855,2025-07-01 21:42:44.016217,2025-07-01 21:42:53.950747,0 days 00:00:09.934530,sigmoid,16,0.00010876618175756003,2,True,52,5.612700381560446e-05,COMPLETE
354,4.745942987938179e-06,2025-07-01 21:42:53.951142,2025-07-01 21:43:03.294147,0 days 00:00:09.343005,identity,16,0.0001178304790514628,2,True,43,2.655662428337753e-05,COMPLETE
355,8.71638985699974e-06,2025-07-01 21:43:03.294529,2025-07-01 21:43:06.618830,0 days 00:00:03.324301,identity,64,0.00016910694399644354,2,True,48,2.2596692123111456e-05,COMPLETE
356,6.432182090065908e-06,2025-07-01 21:43:06.619234,2025-07-01 21:43:09.990516,0 days 00:00:03.371282,identity,64,0.00013346279920872355,2,True,54,2.9881185337859488e-05,COMPLETE
357,8.340727617905941e-06,2025-07-01 21:43:09.990913,2025-07-01 21:43:15.415283,0 days 00:00:05.424370,identity,32,0.00010035524992292782,2,True,38,1.3168847234869199e-05,COMPLETE
358,1.5011058167146984e-05,2025-07-01 21:43:15.415678,2025-07-01 21:43:24.861986,0 days 00:00:09.446308,identity,16,0.0006264199202046628,2,True,51,3.363464351320834e-05,COMPLETE
359,0.008954515680670738,2025-07-01 21:43:24.862366,2025-07-01 21:43:28.351777,0 days 00:00:03.489411,relu,64,0.00015767593958866704,2,True,46,2.5364581619669506e-05,COMPLETE
360,4.004409129265696e-05,2025-07-01 21:43:28.352177,2025-07-01 21:43:31.703646,0 days 00:00:03.351469,identity,64,0.0024828513586624907,2,True,56,3.894674810297868e-05,COMPLETE
361,2.4806919100228697e-05,2025-07-01 21:43:31.704039,2025-07-01 21:43:41.021380,0 days 00:00:09.317341,identity,16,0.0002341557736203573,2,True,40,1.908315101752162e-05,COMPLETE
362,4.758754585054703e-06,2025-07-01 21:43:41.021773,2025-07-01 21:43:44.370959,0 days 00:00:03.349186,identity,64,0.00014044635722755146,2,True,43,1.5138975389106457e-05,COMPLETE
363,2.6281846658093855e-05,2025-07-01 21:43:44.371347,2025-07-01 21:43:53.624126,0 days 00:00:09.252779,identity,16,0.00012331873340110778,2,True,32,0.0005959157370897068,COMPLETE
364,5.003461410524324e-06,2025-07-01 21:43:53.624513,2025-07-01 21:43:55.897249,0 days 00:00:02.272736,identity,128,0.00010974663499620303,2,True,50,2.761822397703417e-05,COMPLETE
365,4.9494219638290815e-06,2025-07-01 21:43:55.897644,2025-07-01 21:43:59.222393,0 days 00:00:03.324749,identity,64,0.00013289077172732542,2,True,45,2.2209748317864424e-05,COMPLETE
366,4.43315320808324e-06,2025-07-01 21:43:59.222806,2025-07-01 21:44:02.602400,0 days 00:00:03.379594,identity,64,0.00011549212743525572,2,True,54,3.21148198479616e-05,COMPLETE
367,3.514489799272269e-05,2025-07-01 21:44:02.602794,2025-07-01 21:44:11.973178,0 days 00:00:09.370384,identity,16,0.00015645931412677314,2,False,48,3.684195515650033e-05,COMPLETE
368,5.234811396803707e-06,2025-07-01 21:44:11.973591,2025-07-01 21:44:15.359862,0 days 00:00:03.386271,identity,64,0.00304435113875823,2,True,58,2.0813328379292988e-05,COMPLETE
369,4.784141310665291e-06,2025-07-01 21:44:15.360274,2025-07-01 21:44:20.801763,0 days 00:00:05.441489,identity,32,0.00012653736134297624,2,True,37,1.2780616503377679e-05,COMPLETE
370,4.353630174591672e-06,2025-07-01 21:44:20.802159,2025-07-01 21:44:24.159287,0 days 00:00:03.357128,identity,64,0.00014460307449116726,2,True,52,1.8683448352082258e-05,COMPLETE
371,2.028076232818421e-05,2025-07-01 21:44:24.159689,2025-07-01 21:44:33.505013,0 days 00:00:09.345324,identity,16,0.00017185525813573712,2,True,41,4.737290547536231e-05,COMPLETE
372,6.228398433449911e-06,2025-07-01 21:44:33.505400,2025-07-01 21:44:36.862642,0 days 00:00:03.357242,identity,64,0.00011640453213739615,2,True,56,0.00014815289378556327,COMPLETE
373,5.7543625189282466e-06,2025-07-01 21:44:36.863048,2025-07-01 21:44:40.301081,0 days 00:00:03.438033,identity,64,0.00010668535199226366,2,True,74,2.427008267056813e-05,COMPLETE
