number,value,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_lr,params_num_layers,params_shuffle,params_size_layers,params_weight_decay,state
374,4.297332907299278e-06,2025-07-01 21:44:40.301488,2025-07-01 21:44:49.635303,0 days 00:00:09.333815,identity,16,0.00010000543663411315,2,True,44,2.746155831219335e-05,COMPLETE
375,0.00035007635597139597,2025-07-01 21:44:49.635709,2025-07-01 21:44:52.957072,0 days 00:00:03.321363,identity,64,0.008077935931717664,2,True,48,1.5963742869135373e-05,COMPLETE
376,0.053764116019010544,2025-07-01 21:44:52.957462,2025-07-01 21:45:02.759019,0 days 00:00:09.801557,sigmoid,16,0.00013321699458925383,2,True,34,1.7724999027754872e-05,COMPLETE
377,2.044461689365562e-05,2025-07-01 21:45:02.759410,2025-07-01 21:45:06.130836,0 days 00:00:03.371426,identity,64,0.0001470392119850437,2,True,61,2.9923523680402605e-05,COMPLETE
378,4.599711701303022e-06,2025-07-01 21:45:06.131231,2025-07-01 21:45:09.541371,0 days 00:00:03.410140,identity,64,0.00012085694500253197,2,True,69,3.3833641288686656e-05,COMPLETE
379,1.5976695067365654e-05,2025-07-01 21:45:09.541766,2025-07-01 21:45:19.009851,0 days 00:00:09.468085,identity,16,0.00016361111922640005,2,True,51,2.0040149345328433e-05,COMPLETE
380,0.0005019021918997169,2025-07-01 21:45:19.010254,2025-07-01 21:45:22.495725,0 days 00:00:03.485471,relu,64,0.0001302396072996685,2,True,39,1.1783551711399609e-05,COMPLETE
381,4.1996263462351635e-06,2025-07-01 21:45:22.496128,2025-07-01 21:45:31.974122,0 days 00:00:09.477994,identity,16,0.0001422973150460519,2,True,54,4.2302822346232704e-05,COMPLETE
382,1.0501192264200654e-05,2025-07-01 21:45:31.974524,2025-07-01 21:45:41.799738,0 days 00:00:09.825214,identity,16,0.00010898559235485569,2,True,108,4.1295044764621646e-05,COMPLETE
383,9.891361514746677e-06,2025-07-01 21:45:41.800131,2025-07-01 21:45:51.289503,0 days 00:00:09.489372,identity,16,0.0001182342771656607,2,True,57,4.277980753017613e-05,COMPLETE
384,4.633291609934531e-06,2025-07-01 21:45:51.289895,2025-07-01 21:46:00.685510,0 days 00:00:09.395615,identity,16,0.00014215542414659785,2,True,46,4.032848953856412e-05,COMPLETE
385,6.641417257924331e-06,2025-07-01 21:46:00.685907,2025-07-01 21:46:10.004190,0 days 00:00:09.318283,identity,16,0.0001274707488867765,2,False,43,3.812745641835077e-05,COMPLETE
386,6.934857992746402e-06,2025-07-01 21:46:10.004591,2025-07-01 21:46:19.506963,0 days 00:00:09.502372,identity,16,0.00013973387491900875,2,True,55,3.5045595414582826e-05,COMPLETE
387,1.7469887097831815e-05,2025-07-01 21:46:19.507359,2025-07-01 21:46:28.802628,0 days 00:00:09.295269,identity,16,0.00011435924079655352,2,True,36,3.098201664067602e-05,COMPLETE
388,6.305090664682211e-06,2025-07-01 21:46:28.803032,2025-07-01 21:46:38.301563,0 days 00:00:09.498531,identity,16,0.00012520300011201264,2,True,59,4.4793657581437086e-05,COMPLETE
389,4.48922810392105e-06,2025-07-01 21:46:38.301959,2025-07-01 21:46:43.790067,0 days 00:00:05.488108,identity,32,0.00010049944804800347,2,True,49,5.00218862936303e-05,COMPLETE
390,3.8794856664026156e-05,2025-07-01 21:46:43.790472,2025-07-01 21:46:53.308317,0 days 00:00:09.517845,identity,16,0.00013741384796242255,2,True,65,2.3542030038703562e-05,COMPLETE
391,1.0754067261586897e-05,2025-07-01 21:46:53.308719,2025-07-01 21:47:02.666375,0 days 00:00:09.357656,identity,16,0.00011007602207231604,2,True,42,2.1293988457082604e-05,COMPLETE
392,6.0021320678060874e-06,2025-07-01 21:47:02.666765,2025-07-01 21:47:12.146037,0 days 00:00:09.479272,identity,16,0.00014991000500859123,2,True,53,3.727795743846853e-05,COMPLETE
393,5.932609383307863e-06,2025-07-01 21:47:12.146445,2025-07-01 21:47:14.400621,0 days 00:00:02.254176,identity,128,0.0007876998942147871,2,True,45,2.5731628404539608e-05,COMPLETE
394,4.846911451750202e-06,2025-07-01 21:47:14.401049,2025-07-01 21:47:23.871710,0 days 00:00:09.470661,identity,16,0.00011923245644147636,2,True,55,2.8060553132926136e-05,COMPLETE
395,5.209411938267294e-06,2025-07-01 21:47:23.872118,2025-07-01 21:47:33.204685,0 days 00:00:09.332567,identity,16,0.00013093534815552415,2,True,40,7.348637249211417e-05,COMPLETE
396,4.921992513118312e-06,2025-07-01 21:47:33.205098,2025-07-01 21:47:38.713615,0 days 00:00:05.508517,identity,32,0.0001100090223746731,2,True,51,3.322777501211075e-05,COMPLETE
397,4.923739470541477e-05,2025-07-01 21:47:38.714017,2025-07-01 21:47:42.056765,0 days 00:00:03.342748,identity,64,0.0049866662186947045,2,True,47,1.8155706427144085e-05,COMPLETE
398,5.551619778998429e-06,2025-07-01 21:47:42.057178,2025-07-01 21:47:51.515690,0 days 00:00:09.458512,identity,16,0.00017880545636765382,2,True,61,2.2701759497550854e-05,COMPLETE
399,0.05216497555375099,2025-07-01 21:47:51.516075,2025-07-01 21:47:54.978100,0 days 00:00:03.462025,sigmoid,64,0.00015099269322920087,2,True,39,2.9782533141843994e-05,COMPLETE
400,5.080937626189552e-06,2025-07-01 21:47:54.978505,2025-07-01 21:47:58.287635,0 days 00:00:03.309130,identity,64,0.0001239391952625562,2,True,44,1.9187193948924945e-05,COMPLETE
401,4.170512966084061e-06,2025-07-01 21:47:58.288041,2025-07-01 21:48:07.750622,0 days 00:00:09.462581,identity,16,0.0001365609889127391,2,True,55,1.688030531667858e-05,COMPLETE
402,0.00188108638394624,2025-07-01 21:48:07.751023,2025-07-01 21:48:11.260417,0 days 00:00:03.509394,relu,64,0.0001582300225633666,2,True,56,1.789820579944974e-05,COMPLETE
403,7.157887466746615e-06,2025-07-01 21:48:11.260832,2025-07-01 21:48:20.732619,0 days 00:00:09.471787,identity,16,0.0004679789937685701,2,True,58,1.6073093042539165e-05,COMPLETE
404,5.801035058539128e-06,2025-07-01 21:48:20.733030,2025-07-01 21:48:24.096800,0 days 00:00:03.363770,identity,64,0.00013933816540545935,2,True,53,1.6486290973749067e-05,COMPLETE
405,9.34802937990753e-06,2025-07-01 21:48:24.097211,2025-07-01 21:48:33.463580,0 days 00:00:09.366369,identity,16,0.00014442554028439624,2,False,51,1.4551235476053322e-05,COMPLETE
406,7.907877261459362e-06,2025-07-01 21:48:33.463982,2025-07-01 21:48:36.840752,0 days 00:00:03.376770,identity,64,0.00013187169417058428,2,True,63,0.0002659623401138804,COMPLETE
407,5.7837296481011435e-06,2025-07-01 21:48:36.841155,2025-07-01 21:48:46.342192,0 days 00:00:09.501037,identity,16,0.0001903383106896294,2,True,58,1.976261823982392e-05,COMPLETE
408,8.24919970909832e-06,2025-07-01 21:48:46.342594,2025-07-01 21:48:49.669125,0 days 00:00:03.326531,identity,64,0.0001624248015654016,2,True,49,2.041128089839163e-05,COMPLETE
409,7.572680260636844e-06,2025-07-01 21:48:49.669532,2025-07-01 21:48:53.021609,0 days 00:00:03.352077,identity,64,0.00013759619296390332,2,True,54,0.00019360286486886204,COMPLETE
410,5.229999260336626e-06,2025-07-01 21:48:53.022010,2025-07-01 21:49:02.449285,0 days 00:00:09.427275,identity,16,0.00012335379574366205,2,True,56,1.7682317130678896e-05,COMPLETE
411,7.066461421345593e-06,2025-07-01 21:49:02.449690,2025-07-01 21:49:07.948001,0 days 00:00:05.498311,identity,32,0.00015118146514821467,2,True,60,2.1892214430073954e-05,COMPLETE
412,4.5389247134153266e-06,2025-07-01 21:49:07.948403,2025-07-01 21:49:11.261853,0 days 00:00:03.313450,identity,64,0.00017086024555780646,2,True,48,2.4924141550552625e-05,COMPLETE
413,4.4643215915129986e-06,2025-07-01 21:49:11.262269,2025-07-01 21:49:20.667300,0 days 00:00:09.405031,identity,16,0.00013118535552177676,2,True,51,1.532564406365846e-05,COMPLETE
414,4.419828655954916e-06,2025-07-01 21:49:20.667694,2025-07-01 21:49:24.021476,0 days 00:00:03.353782,identity,64,0.00011842491791200552,2,True,54,1.8723812865917135e-05,COMPLETE
415,5.054941084381426e-06,2025-07-01 21:49:24.021872,2025-07-01 21:49:26.266010,0 days 00:00:02.244138,identity,128,0.0001464104321776339,2,True,45,2.160456703517601e-05,COMPLETE
416,4.494875611271709e-06,2025-07-01 21:49:26.266414,2025-07-01 21:49:29.662394,0 days 00:00:03.395980,identity,64,0.00020793680821816355,2,True,67,1.6746860476479453e-05,COMPLETE
417,6.145352017483674e-06,2025-07-01 21:49:29.662797,2025-07-01 21:49:38.996836,0 days 00:00:09.334039,identity,16,0.003792333412651357,2,True,41,2.460833582921632e-05,COMPLETE
418,7.068010745570064e-06,2025-07-01 21:49:38.997239,2025-07-01 21:49:42.336438,0 days 00:00:03.339199,identity,64,0.00011748079620450557,2,True,52,1.9792868995200576e-05,COMPLETE
419,1.3118821698299143e-05,2025-07-01 21:49:42.336876,2025-07-01 21:49:51.720787,0 days 00:00:09.383911,identity,16,0.00010019853122618361,2,True,47,2.7437729589105207e-05,COMPLETE
420,4.23519031755859e-06,2025-07-01 21:49:51.721181,2025-07-01 21:49:55.098724,0 days 00:00:03.377543,identity,64,0.00013213092201417597,2,True,57,1.6867444154996483e-05,COMPLETE
421,0.0516008585691452,2025-07-01 21:49:55.099130,2025-07-01 21:49:58.565481,0 days 00:00:03.466351,sigmoid,64,0.00015799947283830505,2,True,42,2.2924072159202132e-05,COMPLETE
422,4.414324848767137e-06,2025-07-01 21:49:58.565887,2025-07-01 21:50:08.126898,0 days 00:00:09.561011,identity,16,0.00014081527582097692,2,True,71,1.4759860068170638e-05,COMPLETE
423,5.057177986600436e-06,2025-07-01 21:50:08.127308,2025-07-01 21:50:11.503186,0 days 00:00:03.375878,identity,64,0.00010975804901221853,2,True,55,3.1344994225377154e-05,COMPLETE
424,0.0054068719036877155,2025-07-01 21:50:11.503601,2025-07-01 21:50:17.224089,0 days 00:00:05.720488,relu,32,0.00012611155611830403,2,False,50,4.504777031915165e-05,COMPLETE
425,7.94225161371287e-06,2025-07-01 21:50:17.224510,2025-07-01 21:50:26.741542,0 days 00:00:09.517032,identity,16,0.0001786059427550441,2,True,59,1.8159034087626615e-05,COMPLETE
426,4.344440185377607e-06,2025-07-01 21:50:26.741955,2025-07-01 21:50:30.085277,0 days 00:00:03.343322,identity,64,0.0003815358819404468,2,True,47,0.00013160364451628222,COMPLETE
427,1.0232233762508258e-05,2025-07-01 21:50:30.085681,2025-07-01 21:50:39.704993,0 days 00:00:09.619312,identity,16,0.0001157447322389097,2,True,82,3.548292800683286e-05,COMPLETE
428,5.3625585678673815e-06,2025-07-01 21:50:39.705391,2025-07-01 21:50:43.038723,0 days 00:00:03.333332,identity,64,0.0001487449122402387,2,True,43,2.006969204114015e-05,COMPLETE
429,7.262250164785655e-06,2025-07-01 21:50:43.039144,2025-07-01 21:50:46.402355,0 days 00:00:03.363211,identity,64,0.00012777865434310658,2,True,62,2.582820391593297e-05,COMPLETE
430,1.6908512407098897e-05,2025-07-01 21:50:46.402770,2025-07-01 21:50:55.844858,0 days 00:00:09.442088,identity,16,0.0001382735694585747,2,True,53,3.919399419217003e-05,COMPLETE
431,5.290551598591264e-06,2025-07-01 21:50:55.845262,2025-07-01 21:50:59.192293,0 days 00:00:03.347031,identity,64,0.00010882137831801127,2,True,56,1.5600940212027784e-05,COMPLETE
432,6.269705863815034e-06,2025-07-01 21:50:59.192723,2025-07-01 21:51:08.547158,0 days 00:00:09.354435,identity,16,0.00016773580319148198,2,True,45,2.8914461916012846e-05,COMPLETE
433,4.7732519306009635e-06,2025-07-01 21:51:08.547576,2025-07-01 21:51:11.875216,0 days 00:00:03.327640,identity,64,0.00011766893007316415,2,True,49,2.1490995196660126e-05,COMPLETE
434,4.493871983868303e-06,2025-07-01 21:51:11.875623,2025-07-01 21:51:21.365216,0 days 00:00:09.489593,identity,16,0.00010002859843447178,2,True,58,2.383673648756206e-05,COMPLETE
435,4.511419319896959e-06,2025-07-01 21:51:21.365635,2025-07-01 21:51:24.674764,0 days 00:00:03.309129,identity,64,0.00015481285622909454,2,True,38,5.5453636441601175e-05,COMPLETE
436,5.143082034919644e-06,2025-07-01 21:51:24.675173,2025-07-01 21:51:26.938433,0 days 00:00:02.263260,identity,128,0.00012840476296395727,2,True,52,1.7536654130212537e-05,COMPLETE
437,7.18658657206106e-06,2025-07-01 21:51:26.938843,2025-07-01 21:51:32.379392,0 days 00:00:05.440549,identity,32,0.00014248021145458613,2,True,42,3.2050889305205634e-05,COMPLETE
438,5.39740540261846e-06,2025-07-01 21:51:32.379794,2025-07-01 21:51:35.741526,0 days 00:00:03.361732,identity,64,0.00011804616054599447,2,True,54,1.945254933272998e-05,COMPLETE
439,2.4858962206053548e-05,2025-07-01 21:51:35.741949,2025-07-01 21:51:45.293846,0 days 00:00:09.551897,identity,16,0.00013374617849917078,2,True,76,2.6820748948007718e-05,COMPLETE
440,5.9135982155567035e-06,2025-07-01 21:51:45.294256,2025-07-01 21:51:48.625848,0 days 00:00:03.331592,identity,64,0.00010823620593549684,2,True,46,3.622170189380775e-05,COMPLETE
441,7.975270818860736e-06,2025-07-01 21:51:48.626259,2025-07-01 21:51:58.042998,0 days 00:00:09.416739,identity,16,0.00015908728362659454,2,True,50,1.6568350157843037e-05,COMPLETE
442,4.624788289220305e-06,2025-07-01 21:51:58.043407,2025-07-01 21:52:01.351993,0 days 00:00:03.308586,identity,64,0.00012387570759432996,2,True,40,2.2122456047058213e-05,COMPLETE
443,0.051126714795827866,2025-07-01 21:52:01.352411,2025-07-01 21:52:11.251517,0 days 00:00:09.899106,sigmoid,16,0.00013848843956961758,2,False,60,2.9968130931363917e-05,COMPLETE
444,4.938636266160756e-06,2025-07-01 21:52:11.251919,2025-07-01 21:52:14.629990,0 days 00:00:03.378071,identity,64,0.00018586331393634925,2,True,55,1.41976655893802e-05,COMPLETE
445,5.94598668612889e-06,2025-07-01 21:52:14.630416,2025-07-01 21:52:17.943811,0 days 00:00:03.313395,identity,64,0.0002556249994215611,2,True,44,3.981747583910735e-05,COMPLETE
446,4.160471689829137e-06,2025-07-01 21:52:17.944225,2025-07-01 21:52:27.337988,0 days 00:00:09.393763,identity,16,0.00011247592814728072,2,True,49,1.8457925031250488e-05,COMPLETE
447,0.0035985896829515696,2025-07-01 21:52:27.338434,2025-07-01 21:52:37.283240,0 days 00:00:09.944806,relu,16,0.0001467380407629298,2,True,49,2.031596097024687e-05,COMPLETE
448,5.683517883880995e-06,2025-07-01 21:52:37.283666,2025-07-01 21:52:46.694833,0 days 00:00:09.411167,identity,16,0.00012324571306105052,2,True,52,2.363903617976299e-05,COMPLETE
449,8.290321602544282e-06,2025-07-01 21:52:46.695260,2025-07-01 21:52:56.094137,0 days 00:00:09.398877,identity,16,0.00013568880495868526,2,True,48,1.838775798750752e-05,COMPLETE
450,6.628656137763755e-06,2025-07-01 21:52:56.094556,2025-07-01 21:53:05.515533,0 days 00:00:09.420977,identity,16,0.00011523006971966283,2,True,50,2.0989924426993675e-05,COMPLETE
451,4.4486291699286085e-06,2025-07-01 21:53:05.515939,2025-07-01 21:53:16.782527,0 days 00:00:11.266588,identity,16,0.00016576372968937512,3,True,57,3.4291846195686574e-05,COMPLETE
452,7.761222150293179e-06,2025-07-01 21:53:16.782941,2025-07-01 21:53:26.194779,0 days 00:00:09.411838,identity,16,0.00012697782096361297,2,True,47,2.604270302724122e-05,COMPLETE
453,1.078324294212507e-05,2025-07-01 21:53:26.195190,2025-07-01 21:53:35.678929,0 days 00:00:09.483739,identity,16,0.0001478716574610029,2,True,53,0.00036956393906133943,COMPLETE
454,1.924013668030966e-05,2025-07-01 21:53:35.679341,2025-07-01 21:53:45.172095,0 days 00:00:09.492754,identity,16,0.00011456732757282617,2,True,64,1.8969098160351267e-05,COMPLETE
455,4.466531208890956e-06,2025-07-01 21:53:45.172513,2025-07-01 21:53:54.604007,0 days 00:00:09.431494,identity,16,0.00013169447141054712,2,True,46,2.3268326179588186e-05,COMPLETE
456,6.812995707150549e-06,2025-07-01 21:53:54.604436,2025-07-01 21:54:04.078092,0 days 00:00:09.473656,identity,16,0.00015287503673598336,2,True,55,3.239758778436957e-05,COMPLETE
457,4.6346717681444716e-06,2025-07-01 21:54:04.078498,2025-07-01 21:54:09.696906,0 days 00:00:05.618408,identity,32,0.0001228157909755288,2,True,73,2.768267640916708e-05,COMPLETE
458,1.680703462625388e-05,2025-07-01 21:54:09.697315,2025-07-01 21:54:19.154492,0 days 00:00:09.457177,identity,16,0.00010995876928997156,2,True,51,0.0001642779677311413,COMPLETE
459,8.914382306102198e-06,2025-07-01 21:54:19.154920,2025-07-01 21:54:28.676867,0 days 00:00:09.521947,identity,16,0.0001383380571764681,2,True,59,4.7330788157374024e-05,COMPLETE
460,6.6816460275731515e-06,2025-07-01 21:54:28.677290,2025-07-01 21:54:38.278901,0 days 00:00:09.601611,identity,16,0.000168150109575418,2,True,80,6.249448944628189e-05,COMPLETE
461,5.218614660407184e-06,2025-07-01 21:54:38.279330,2025-07-01 21:54:47.751703,0 days 00:00:09.472373,identity,16,0.0001257200164923761,2,True,53,1.7640217953062696e-05,COMPLETE
462,5.095935193821788e-06,2025-07-01 21:54:47.752117,2025-07-01 21:54:50.056679,0 days 00:00:02.304562,identity,128,0.00030184131015534337,2,False,88,4.26325469978279e-05,COMPLETE
463,5.971268819848774e-06,2025-07-01 21:54:50.057114,2025-07-01 21:54:59.478578,0 days 00:00:09.421464,identity,16,0.0001478616084630157,2,True,49,2.212787812341029e-05,COMPLETE
464,4.2150950321229175e-06,2025-07-01 21:54:59.479002,2025-07-01 21:55:02.836213,0 days 00:00:03.357211,identity,64,0.00011238519965498328,2,True,43,2.0473758999374776e-05,COMPLETE
465,4.9495060920889955e-06,2025-07-01 21:55:02.836650,2025-07-01 21:55:06.163395,0 days 00:00:03.326745,identity,64,0.00010844592505639032,2,True,44,2.4810576699200003e-05,COMPLETE
466,0.05387662351131439,2025-07-01 21:55:06.163819,2025-07-01 21:55:09.669506,0 days 00:00:03.505687,sigmoid,64,0.00010807767658974505,2,True,47,3.051527627373246e-05,COMPLETE
467,6.444119662774028e-06,2025-07-01 21:55:09.669915,2025-07-01 21:55:13.003297,0 days 00:00:03.333382,identity,64,0.00012135882136947042,2,True,45,2.0820219948589195e-05,COMPLETE
468,5.835636784468079e-06,2025-07-01 21:55:13.003700,2025-07-01 21:55:16.352621,0 days 00:00:03.348921,identity,64,0.00019567756783668016,2,True,43,3.571294933734051e-05,COMPLETE
469,6.193833996803733e-06,2025-07-01 21:55:16.353052,2025-07-01 21:55:19.753177,0 days 00:00:03.400125,identity,64,0.00011607453085277065,2,True,57,1.9182327658978082e-05,COMPLETE
470,7.186152652138844e-05,2025-07-01 21:55:19.753608,2025-07-01 21:55:23.265331,0 days 00:00:03.511723,relu,64,0.0001359091197448217,2,True,49,2.7666474367835295e-05,COMPLETE
471,5.88616694585653e-06,2025-07-01 21:55:23.265738,2025-07-01 21:55:26.643729,0 days 00:00:03.377991,identity,64,0.00010755898204906453,2,True,61,2.1561917460148308e-05,COMPLETE
472,8.419688128924463e-06,2025-07-01 21:55:26.644151,2025-07-01 21:55:30.007910,0 days 00:00:03.363759,identity,64,0.00011775626921978007,2,True,52,3.707913123033631e-05,COMPLETE
473,4.192248070467031e-06,2025-07-01 21:55:30.008332,2025-07-01 21:55:33.808815,0 days 00:00:03.800483,identity,32,0.00015882796712029024,1,True,46,2.4898189488587464e-05,COMPLETE
474,4.1543221414030995e-06,2025-07-01 21:55:33.809215,2025-07-01 21:55:37.608819,0 days 00:00:03.799604,identity,32,0.00022522574220824616,1,True,47,2.5995538972074844e-05,COMPLETE
475,6.863886937935604e-06,2025-07-01 21:55:37.609219,2025-07-01 21:55:41.403905,0 days 00:00:03.794686,identity,32,0.00018754586704333153,1,True,50,2.5206063494549356e-05,COMPLETE
476,6.847611984994728e-06,2025-07-01 21:55:41.404295,2025-07-01 21:55:45.207118,0 days 00:00:03.802823,identity,32,0.00022458264947260376,1,True,47,2.7867066497753636e-05,COMPLETE
477,4.152923338551773e-06,2025-07-01 21:55:45.207522,2025-07-01 21:55:49.040491,0 days 00:00:03.832969,identity,32,0.0002668360800386665,1,True,102,2.5201709801073554e-05,COMPLETE
478,4.526082193478942e-06,2025-07-01 21:55:49.040895,2025-07-01 21:55:52.869915,0 days 00:00:03.829020,identity,32,0.0002768393785291927,1,True,101,2.4479683470586585e-05,COMPLETE
479,4.904673460259801e-06,2025-07-01 21:55:52.870303,2025-07-01 21:55:56.682693,0 days 00:00:03.812390,identity,32,0.00023360676071375224,1,True,97,2.5659338690799855e-05,COMPLETE
480,7.034354894130956e-06,2025-07-01 21:55:56.683070,2025-07-01 21:56:00.497695,0 days 00:00:03.814625,identity,32,0.00025406321968408615,1,True,94,2.9240873704328244e-05,COMPLETE
481,8.89095554157393e-06,2025-07-01 21:56:00.498082,2025-07-01 21:56:04.315909,0 days 00:00:03.817827,identity,32,0.0002107107395039488,1,True,112,2.6828905811033976e-05,COMPLETE
482,4.198455826553982e-06,2025-07-01 21:56:04.316297,2025-07-01 21:56:08.140369,0 days 00:00:03.824072,identity,32,0.00021828161746673634,1,True,102,2.317796101336744e-05,COMPLETE
483,4.429902674019104e-06,2025-07-01 21:56:08.140786,2025-07-01 21:56:11.967297,0 days 00:00:03.826511,identity,32,0.0002329498035894522,1,True,105,2.436378231153409e-05,COMPLETE
484,4.993701168132247e-06,2025-07-01 21:56:11.967699,2025-07-01 21:56:15.786431,0 days 00:00:03.818732,identity,32,0.00025496556688117184,1,True,113,2.301702628471643e-05,COMPLETE
485,4.601959972205805e-06,2025-07-01 21:56:15.786819,2025-07-01 21:56:19.562421,0 days 00:00:03.775602,identity,32,0.00020615367199525858,1,False,100,2.4053497265495682e-05,COMPLETE
486,4.25183679908514e-06,2025-07-01 21:56:19.562807,2025-07-01 21:56:23.389462,0 days 00:00:03.826655,identity,32,0.00020114739144735727,1,True,101,2.861103376688257e-05,COMPLETE
487,4.279916083760327e-06,2025-07-01 21:56:23.389853,2025-07-01 21:56:27.229395,0 days 00:00:03.839542,identity,32,0.00021993839567994745,1,True,109,2.2877906297089132e-05,COMPLETE
488,4.543884642771445e-06,2025-07-01 21:56:27.229804,2025-07-01 21:56:31.055554,0 days 00:00:03.825750,identity,32,0.0002667055100369437,1,True,119,2.5235937139483048e-05,COMPLETE
489,0.04238569736480713,2025-07-01 21:56:31.055943,2025-07-01 21:56:35.079748,0 days 00:00:04.023805,sigmoid,32,0.00021144324651264947,1,True,103,2.6381959050468338e-05,COMPLETE
490,7.503765118599404e-06,2025-07-01 21:56:35.080168,2025-07-01 21:56:38.920194,0 days 00:00:03.840026,identity,32,0.00020214613309336697,1,True,107,2.2290541311307625e-05,COMPLETE
491,5.217158104642294e-06,2025-07-01 21:56:38.920607,2025-07-01 21:56:42.742172,0 days 00:00:03.821565,identity,32,0.0002435992921132598,1,True,100,2.6620155369033874e-05,COMPLETE
492,7.406511940644123e-06,2025-07-01 21:56:42.742585,2025-07-01 21:56:46.573211,0 days 00:00:03.830626,identity,32,0.00029658217608105646,1,True,105,2.317008079469651e-05,COMPLETE
493,0.0005048150196671486,2025-07-01 21:56:46.573611,2025-07-01 21:56:50.592727,0 days 00:00:04.019116,relu,32,0.00021557356900920953,1,True,124,2.9498995464033783e-05,COMPLETE
494,1.0325448783987667e-05,2025-07-01 21:56:50.593125,2025-07-01 21:56:54.404795,0 days 00:00:03.811670,identity,32,0.00018757392930315037,1,True,93,2.124286991561781e-05,COMPLETE
495,9.239314749720506e-06,2025-07-01 21:56:54.405191,2025-07-01 21:56:58.217544,0 days 00:00:03.812353,identity,32,0.00023561157476311703,1,True,98,3.05555266594807e-05,COMPLETE
496,1.0619366548780818e-05,2025-07-01 21:56:58.217957,2025-07-01 21:57:02.042216,0 days 00:00:03.824259,identity,32,0.0002323068721814402,1,True,103,2.503072861421271e-05,COMPLETE
497,5.409888672147645e-06,2025-07-01 21:57:02.042615,2025-07-01 21:57:05.857628,0 days 00:00:03.815013,identity,32,0.000271000181179195,1,True,71,2.7830536207157312e-05,COMPLETE
498,4.372041985334363e-06,2025-07-01 21:57:05.858022,2025-07-01 21:57:12.420204,0 days 00:00:06.562182,identity,32,0.00032697150967453165,3,True,69,2.2782986724443485e-05,COMPLETE
499,4.145345428696601e-06,2025-07-01 21:57:12.420640,2025-07-01 21:57:16.215878,0 days 00:00:03.795238,identity,32,0.00019238240193205155,1,True,51,1.9924331366661135e-05,COMPLETE
