number,value,datetime_start,datetime_complete,duration,params_and_operator,params_lr,params_n_sets_protein,params_n_sets_salt,params_shape,state
374,0.8825000000000001,2025-10-01 11:26:38.625536,2025-10-01 11:27:01.411546,0 days 00:00:22.786010,frank,0.0006006378539242451,3,5,sigmoid,COMPLETE
375,0.8141666666666667,2025-10-01 11:27:01.412121,2025-10-01 11:27:29.598188,0 days 00:00:28.186067,frank,0.0004077511934836951,3,5,bell,COMPLETE
376,0.8675,2025-10-01 11:27:29.598735,2025-10-01 11:27:49.860508,0 days 00:00:20.261773,min,0.0008308862813303863,3,3,sigmoid,COMPLETE
377,0.8941666666666667,2025-10-01 11:27:49.861088,2025-10-01 11:28:12.673455,0 days 00:00:22.812367,frank,0.0006532860584100757,3,5,sigmoid,COMPLETE
378,0.8550000000000001,2025-10-01 11:28:12.674116,2025-10-01 11:28:34.622156,0 days 00:00:21.948040,hamacher,0.0005555170126833931,3,5,sigmoid,COMPLETE
379,0.8808333333333334,2025-10-01 11:28:34.622633,2025-10-01 11:28:55.289112,0 days 00:00:20.666479,prod,0.0004753803240274543,3,5,sigmoid,COMPLETE
380,0.8408333333333335,2025-10-01 11:28:55.289653,2025-10-01 11:29:17.753051,0 days 00:00:22.463398,frank,0.00030787236076009795,3,2,sigmoid,COMPLETE
381,0.8808333333333334,2025-10-01 11:29:17.753529,2025-10-01 11:29:40.539498,0 days 00:00:22.785969,frank,0.0003780071378241103,3,5,sigmoid,COMPLETE
382,0.8808333333333334,2025-10-01 11:29:40.540044,2025-10-01 11:30:03.323541,0 days 00:00:22.783497,frank,0.0007843814410693797,3,5,sigmoid,COMPLETE
383,0.8683333333333334,2025-10-01 11:30:03.324042,2025-10-01 11:30:26.051610,0 days 00:00:22.727568,frank,0.0004254127477480784,3,5,sigmoid,COMPLETE
384,0.8941666666666667,2025-10-01 11:30:26.052148,2025-10-01 11:30:48.786390,0 days 00:00:22.734242,frank,0.0006029532187584356,3,5,sigmoid,COMPLETE
385,0.8675,2025-10-01 11:30:48.786927,2025-10-01 11:31:11.567225,0 days 00:00:22.780298,frank,0.0006784202029718121,3,5,sigmoid,COMPLETE
386,0.8008333333333333,2025-10-01 11:31:11.567878,2025-10-01 11:31:32.046199,0 days 00:00:20.478321,min,0.0005376201254079966,3,5,sigmoid,COMPLETE
387,0.8408333333333333,2025-10-01 11:31:32.046731,2025-10-01 11:32:00.229642,0 days 00:00:28.182911,frank,0.00034866776176142546,3,5,bell,COMPLETE
388,0.8541666666666666,2025-10-01 11:32:00.230178,2025-10-01 11:32:23.113169,0 days 00:00:22.882991,frank,0.0004874831918302683,3,5,sigmoid,COMPLETE
389,0.8675,2025-10-01 11:32:23.113741,2025-10-01 11:32:45.834592,0 days 00:00:22.720851,frank,0.0002837721383476554,3,5,sigmoid,COMPLETE
390,0.8675,2025-10-01 11:32:45.835145,2025-10-01 11:33:08.615261,0 days 00:00:22.780116,frank,0.000715537536690045,3,5,sigmoid,COMPLETE
391,0.8808333333333334,2025-10-01 11:33:08.615797,2025-10-01 11:33:31.437639,0 days 00:00:22.821842,frank,0.0006147708368609671,4,5,sigmoid,COMPLETE
392,0.8550000000000001,2025-10-01 11:33:31.438293,2025-10-01 11:33:53.786961,0 days 00:00:22.348668,frank,0.0005550943669673418,3,3,sigmoid,COMPLETE
393,0.8683333333333334,2025-10-01 11:33:53.787471,2025-10-01 11:34:14.452649,0 days 00:00:20.665178,prod,0.0003784084321308991,3,5,sigmoid,COMPLETE
394,0.8683333333333334,2025-10-01 11:34:14.453192,2025-10-01 11:34:37.278469,0 days 00:00:22.825277,frank,0.000448284353069297,3,5,sigmoid,COMPLETE
395,0.8541666666666666,2025-10-01 11:34:37.278985,2025-10-01 11:35:01.982236,0 days 00:00:24.703251,frank,0.0003282021130172312,3,5,gaussian,COMPLETE
396,0.8675,2025-10-01 11:35:01.982807,2025-10-01 11:35:22.468637,0 days 00:00:20.485830,min,0.0007502671827267085,3,5,sigmoid,COMPLETE
397,0.8550000000000001,2025-10-01 11:35:22.469153,2025-10-01 11:35:45.291483,0 days 00:00:22.822330,frank,0.0005227442033989995,3,5,sigmoid,COMPLETE
398,0.8675,2025-10-01 11:35:45.292057,2025-10-01 11:36:08.146215,0 days 00:00:22.854158,frank,0.0002063880018999419,3,5,sigmoid,COMPLETE
399,0.8941666666666668,2025-10-01 11:36:08.146742,2025-10-01 11:36:30.711267,0 days 00:00:22.564525,frank,0.0006589646553474337,3,4,sigmoid,COMPLETE
400,0.8275,2025-10-01 11:36:30.711845,2025-10-01 11:36:58.437867,0 days 00:00:27.726022,frank,0.0006462856807250895,3,3,bell,COMPLETE
401,0.8808333333333334,2025-10-01 11:36:58.438532,2025-10-01 11:37:20.972253,0 days 00:00:22.533721,frank,0.0008022432548573032,3,4,sigmoid,COMPLETE
402,0.8541666666666666,2025-10-01 11:37:20.972736,2025-10-01 11:37:43.518819,0 days 00:00:22.546083,frank,0.0006697935523372144,3,4,sigmoid,COMPLETE
403,0.8675,2025-10-01 11:37:43.519391,2025-10-01 11:38:05.434291,0 days 00:00:21.914900,hamacher,0.0009036387009732051,3,4,sigmoid,COMPLETE
404,0.8808333333333334,2025-10-01 11:38:05.434800,2025-10-01 11:38:28.210664,0 days 00:00:22.775864,frank,0.0007228510454442851,3,5,sigmoid,COMPLETE
405,0.8941666666666668,2025-10-01 11:38:28.211249,2025-10-01 11:38:50.739937,0 days 00:00:22.528688,frank,0.0005993125036197285,3,4,sigmoid,COMPLETE
406,0.8416666666666666,2025-10-01 11:38:50.740453,2025-10-01 11:39:11.237918,0 days 00:00:20.497465,min,0.0005930132734130016,3,4,sigmoid,COMPLETE
407,0.8683333333333334,2025-10-01 11:39:11.238495,2025-10-01 11:39:31.843475,0 days 00:00:20.604980,prod,0.0006801929252497972,3,4,sigmoid,COMPLETE
408,0.8550000000000001,2025-10-01 11:39:31.844106,2025-10-01 11:39:54.362243,0 days 00:00:22.518137,frank,0.0008090674765404571,3,4,sigmoid,COMPLETE
409,0.8675,2025-10-01 11:39:54.362758,2025-10-01 11:40:16.896730,0 days 00:00:22.533972,frank,0.000625846843519554,3,4,sigmoid,COMPLETE
410,0.8683333333333334,2025-10-01 11:40:16.897271,2025-10-01 11:40:39.420146,0 days 00:00:22.522875,frank,0.00024340903387185228,3,4,sigmoid,COMPLETE
411,0.8275,2025-10-01 11:40:39.420643,2025-10-01 11:41:01.954759,0 days 00:00:22.534116,frank,0.00016587597449686795,3,4,sigmoid,COMPLETE
412,0.8808333333333334,2025-10-01 11:41:01.955324,2025-10-01 11:41:24.506013,0 days 00:00:22.550689,frank,0.0007411443405217142,3,4,sigmoid,COMPLETE
413,0.8150000000000001,2025-10-01 11:41:24.506545,2025-10-01 11:41:52.200576,0 days 00:00:27.694031,frank,0.00030318341980074094,3,3,bell,COMPLETE
414,0.8541666666666666,2025-10-01 11:41:52.201245,2025-10-01 11:42:14.913755,0 days 00:00:22.712510,frank,0.000584005102130989,4,5,sigmoid,COMPLETE
415,0.8550000000000001,2025-10-01 11:42:14.914335,2025-10-01 11:42:36.956942,0 days 00:00:22.042607,min,0.0006545408206781771,3,5,gaussian,COMPLETE
416,0.8016666666666665,2025-10-01 11:42:36.957628,2025-10-01 11:42:59.437254,0 days 00:00:22.479626,frank,0.00035840798090152454,2,4,sigmoid,COMPLETE
417,0.8283333333333334,2025-10-01 11:42:59.437806,2025-10-01 11:43:22.204932,0 days 00:00:22.767126,frank,0.00026464054516425723,3,5,sigmoid,COMPLETE
418,0.8675,2025-10-01 11:43:22.205417,2025-10-01 11:43:45.041050,0 days 00:00:22.835633,frank,0.0007126397978949618,3,5,sigmoid,COMPLETE
419,0.8283333333333334,2025-10-01 11:43:45.041578,2025-10-01 11:44:07.367456,0 days 00:00:22.325878,frank,0.00032928157621907165,3,3,sigmoid,COMPLETE
420,0.8675,2025-10-01 11:44:07.367959,2025-10-01 11:44:28.016791,0 days 00:00:20.648832,prod,0.0007874889507344245,3,5,sigmoid,COMPLETE
421,0.8683333333333334,2025-10-01 11:44:28.017360,2025-10-01 11:44:50.897545,0 days 00:00:22.880185,frank,0.00039252082628867625,3,5,sigmoid,COMPLETE
422,0.8808333333333334,2025-10-01 11:44:50.898078,2025-10-01 11:45:13.645944,0 days 00:00:22.747866,frank,0.0006215464849818686,3,5,sigmoid,COMPLETE
423,0.8675,2025-10-01 11:45:13.646625,2025-10-01 11:45:36.466763,0 days 00:00:22.820138,frank,0.0005611158493305955,3,5,sigmoid,COMPLETE
424,0.8675,2025-10-01 11:45:36.467337,2025-10-01 11:45:59.275253,0 days 00:00:22.807916,frank,0.0008746213223726624,3,5,sigmoid,COMPLETE
425,0.8941666666666668,2025-10-01 11:45:59.275914,2025-10-01 11:46:19.813307,0 days 00:00:20.537393,min,0.0004232547309763394,3,5,sigmoid,COMPLETE
426,0.5025,2025-10-01 11:46:19.813890,2025-10-01 11:46:42.543879,0 days 00:00:22.729989,frank,2.9624952838165502e-05,3,5,sigmoid,COMPLETE
427,0.8283333333333334,2025-10-01 11:46:42.544381,2025-10-01 11:47:03.026394,0 days 00:00:20.482013,min,0.0004136667304774581,3,5,sigmoid,COMPLETE
428,0.7116666666666667,2025-10-01 11:47:03.026946,2025-10-01 11:47:25.740255,0 days 00:00:22.713309,frank,5.14365266503128e-05,3,5,sigmoid,COMPLETE
429,0.8550000000000001,2025-10-01 11:47:25.740771,2025-10-01 11:47:48.539057,0 days 00:00:22.798286,frank,0.00044700934169768263,3,5,sigmoid,COMPLETE
430,0.8808333333333334,2025-10-01 11:47:48.539659,2025-10-01 11:48:10.495428,0 days 00:00:21.955769,hamacher,0.0004920244861819458,3,5,sigmoid,COMPLETE
431,0.8808333333333334,2025-10-01 11:48:10.495937,2025-10-01 11:48:33.142628,0 days 00:00:22.646691,frank,0.0003906894472305363,3,5,sigmoid,COMPLETE
432,0.8275,2025-10-01 11:48:33.143293,2025-10-01 11:48:55.938689,0 days 00:00:22.795396,frank,0.0003569172985756589,3,5,sigmoid,COMPLETE
433,0.8675,2025-10-01 11:48:55.939299,2025-10-01 11:49:18.639561,0 days 00:00:22.700262,frank,0.00042222714659606077,3,5,sigmoid,COMPLETE
434,0.8808333333333334,2025-10-01 11:49:18.640065,2025-10-01 11:49:41.388485,0 days 00:00:22.748420,frank,0.0005221507713269166,3,5,sigmoid,COMPLETE
435,0.8541666666666666,2025-10-01 11:49:41.389041,2025-10-01 11:50:02.034579,0 days 00:00:20.645538,prod,0.000481088044332197,3,5,sigmoid,COMPLETE
436,0.8408333333333333,2025-10-01 11:50:02.035087,2025-10-01 11:50:24.893038,0 days 00:00:22.857951,frank,0.00031808459936986293,3,5,sigmoid,COMPLETE
437,0.8283333333333334,2025-10-01 11:50:24.893612,2025-10-01 11:50:45.371689,0 days 00:00:20.478077,min,0.0002827059249928706,3,5,sigmoid,COMPLETE
438,0.8941666666666667,2025-10-01 11:50:45.372178,2025-10-01 11:51:08.033483,0 days 00:00:22.661305,frank,0.0003632056448216386,3,5,sigmoid,COMPLETE
439,0.8683333333333334,2025-10-01 11:51:08.034054,2025-10-01 11:51:30.900558,0 days 00:00:22.866504,frank,0.00044661383970556566,3,5,sigmoid,COMPLETE
440,0.9075000000000001,2025-10-01 11:51:30.901112,2025-10-01 11:51:53.686276,0 days 00:00:22.785164,frank,0.0005861777644994016,3,5,sigmoid,COMPLETE
441,0.8816666666666666,2025-10-01 11:51:53.686964,2025-10-01 11:52:16.444551,0 days 00:00:22.757587,frank,0.000584013706426196,3,5,sigmoid,COMPLETE
442,0.8675,2025-10-01 11:52:16.445122,2025-10-01 11:52:39.212969,0 days 00:00:22.767847,frank,0.0006423494036201452,3,5,sigmoid,COMPLETE
443,0.8541666666666666,2025-10-01 11:52:39.213451,2025-10-01 11:53:02.081351,0 days 00:00:22.867900,frank,0.0005610806319066033,3,5,sigmoid,COMPLETE
444,0.8283333333333335,2025-10-01 11:53:02.081923,2025-10-01 11:53:26.740615,0 days 00:00:24.658692,frank,0.000621865149601539,3,5,gaussian,COMPLETE
445,0.8683333333333334,2025-10-01 11:53:26.741111,2025-10-01 11:53:49.504204,0 days 00:00:22.763093,frank,0.0005227311000518541,3,5,sigmoid,COMPLETE
446,0.8941666666666667,2025-10-01 11:53:49.504807,2025-10-01 11:54:12.355618,0 days 00:00:22.850811,frank,0.0006870989137088317,3,5,sigmoid,COMPLETE
447,0.8541666666666666,2025-10-01 11:54:12.356301,2025-10-01 11:54:35.203868,0 days 00:00:22.847567,frank,0.0005754520668840221,3,5,sigmoid,COMPLETE
448,0.8675,2025-10-01 11:54:35.204354,2025-10-01 11:54:58.016325,0 days 00:00:22.811971,frank,0.0006405134377452582,3,5,sigmoid,COMPLETE
449,0.9075000000000001,2025-10-01 11:54:58.016904,2025-10-01 11:55:20.833274,0 days 00:00:22.816370,frank,0.00052242208635646,3,5,sigmoid,COMPLETE
450,0.8808333333333334,2025-10-01 11:55:20.833795,2025-10-01 11:55:43.586116,0 days 00:00:22.752321,frank,0.0005168794734797222,3,5,sigmoid,COMPLETE
451,0.8541666666666666,2025-10-01 11:55:43.586684,2025-10-01 11:56:06.297301,0 days 00:00:22.710617,frank,0.00047443081534501104,3,5,sigmoid,COMPLETE
452,0.8808333333333334,2025-10-01 11:56:06.297805,2025-10-01 11:56:29.216773,0 days 00:00:22.918968,frank,0.0005428193136926123,3,5,sigmoid,COMPLETE
453,0.8683333333333334,2025-10-01 11:56:29.217371,2025-10-01 11:56:51.828369,0 days 00:00:22.610998,frank,0.00029960994781862024,3,5,sigmoid,COMPLETE
454,0.8941666666666667,2025-10-01 11:56:51.828878,2025-10-01 11:57:14.628611,0 days 00:00:22.799733,frank,0.000712065240632346,3,5,sigmoid,COMPLETE
455,0.8941666666666667,2025-10-01 11:57:14.629200,2025-10-01 11:57:37.383765,0 days 00:00:22.754565,frank,0.00048691510383927267,3,5,sigmoid,COMPLETE
456,0.7483333333333333,2025-10-01 11:57:37.384348,2025-10-01 11:58:00.042176,0 days 00:00:22.657828,frank,0.00011603563701936023,3,5,sigmoid,COMPLETE
457,0.7741666666666667,2025-10-01 11:58:00.042739,2025-10-01 11:58:22.677582,0 days 00:00:22.634843,frank,7.451599229787316e-05,3,5,sigmoid,COMPLETE
458,0.8541666666666666,2025-10-01 11:58:22.678150,2025-10-01 11:58:43.338336,0 days 00:00:20.660186,prod,0.0005435257174436337,3,5,sigmoid,COMPLETE
459,0.8408333333333333,2025-10-01 11:58:43.338864,2025-10-01 11:59:06.055413,0 days 00:00:22.716549,frank,0.00034197682743120945,3,5,sigmoid,COMPLETE
460,0.8675,2025-10-01 11:59:06.056010,2025-10-01 11:59:28.910504,0 days 00:00:22.854494,frank,0.0006638349454206206,3,5,sigmoid,COMPLETE
461,0.8675,2025-10-01 11:59:28.911049,2025-10-01 11:59:51.679159,0 days 00:00:22.768110,frank,0.000266439715803323,3,5,sigmoid,COMPLETE
462,0.8683333333333334,2025-10-01 11:59:51.679740,2025-10-01 12:00:13.625047,0 days 00:00:21.945307,hamacher,0.00023220834924458174,3,5,sigmoid,COMPLETE
463,0.8675,2025-10-01 12:00:13.625730,2025-10-01 12:00:36.390812,0 days 00:00:22.765082,frank,0.0003899342071507061,3,5,sigmoid,COMPLETE
464,0.8808333333333334,2025-10-01 12:00:36.391320,2025-10-01 12:00:59.101707,0 days 00:00:22.710387,frank,0.0005764575614551992,3,5,sigmoid,COMPLETE
465,0.8550000000000001,2025-10-01 12:00:59.102303,2025-10-01 12:01:23.750847,0 days 00:00:24.648544,frank,0.0004536436154950867,3,5,gaussian,COMPLETE
466,0.8808333333333334,2025-10-01 12:01:23.751364,2025-10-01 12:01:46.526493,0 days 00:00:22.775129,frank,0.0007147881932411854,3,5,sigmoid,COMPLETE
467,0.8808333333333334,2025-10-01 12:01:46.527107,2025-10-01 12:02:09.394041,0 days 00:00:22.866934,frank,0.00032384359997503784,3,5,sigmoid,COMPLETE
468,0.8675,2025-10-01 12:02:09.394588,2025-10-01 12:02:30.063206,0 days 00:00:20.668618,prod,0.0005064188873172623,3,5,sigmoid,COMPLETE
469,0.8941666666666667,2025-10-01 12:02:30.063796,2025-10-01 12:02:52.908364,0 days 00:00:22.844568,frank,0.0006011145355112845,3,5,sigmoid,COMPLETE
470,0.5508333333333334,2025-10-01 12:02:52.909074,2025-10-01 12:03:15.610342,0 days 00:00:22.701268,frank,1.0723137101977087e-05,3,5,sigmoid,COMPLETE
471,0.8675,2025-10-01 12:03:15.610893,2025-10-01 12:03:38.462875,0 days 00:00:22.851982,frank,0.00041564940496998244,3,5,sigmoid,COMPLETE
472,0.8416666666666668,2025-10-01 12:03:38.463448,2025-10-01 12:04:01.238585,0 days 00:00:22.775137,frank,0.0003713294364720532,3,5,sigmoid,COMPLETE
473,0.8675,2025-10-01 12:04:01.239116,2025-10-01 12:04:23.973802,0 days 00:00:22.734686,frank,0.0007450817962248557,3,5,sigmoid,COMPLETE
474,0.8808333333333334,2025-10-01 12:04:23.974567,2025-10-01 12:04:46.699841,0 days 00:00:22.725274,frank,0.0006613782824033571,3,5,sigmoid,COMPLETE
475,0.8675,2025-10-01 12:04:46.700373,2025-10-01 12:05:09.503432,0 days 00:00:22.803059,frank,0.0002906893310917556,3,5,sigmoid,COMPLETE
476,0.8275,2025-10-01 12:05:09.504040,2025-10-01 12:05:32.231275,0 days 00:00:22.727235,frank,0.00014910057744533037,3,5,sigmoid,COMPLETE
477,0.8941666666666667,2025-10-01 12:05:32.231955,2025-10-01 12:05:54.952189,0 days 00:00:22.720234,frank,0.0004992030295798877,3,5,sigmoid,COMPLETE
478,0.8675,2025-10-01 12:05:54.952742,2025-10-01 12:06:17.818937,0 days 00:00:22.866195,frank,0.0005489750859974731,3,5,sigmoid,COMPLETE
479,0.8675,2025-10-01 12:06:17.819567,2025-10-01 12:06:40.607406,0 days 00:00:22.787839,frank,0.0004482689637963807,3,5,sigmoid,COMPLETE
480,0.8675,2025-10-01 12:06:40.607921,2025-10-01 12:07:03.353741,0 days 00:00:22.745820,frank,0.0006197215544848822,3,5,sigmoid,COMPLETE
481,0.8683333333333334,2025-10-01 12:07:03.354350,2025-10-01 12:07:23.987248,0 days 00:00:20.632898,prod,0.00033369749696188754,3,5,sigmoid,COMPLETE
482,0.8808333333333334,2025-10-01 12:07:23.987763,2025-10-01 12:07:46.962746,0 days 00:00:22.974983,frank,0.0007573858781877485,3,5,sigmoid,COMPLETE
483,0.8808333333333334,2025-10-01 12:07:46.963386,2025-10-01 12:08:09.802499,0 days 00:00:22.839113,frank,0.0005315021759940076,3,5,sigmoid,COMPLETE
484,0.8550000000000001,2025-10-01 12:08:09.803053,2025-10-01 12:08:32.529249,0 days 00:00:22.726196,frank,0.0006850250095031847,3,5,sigmoid,COMPLETE
485,0.8941666666666667,2025-10-01 12:08:32.529920,2025-10-01 12:08:54.482666,0 days 00:00:21.952746,hamacher,0.0005831117721837105,3,5,sigmoid,COMPLETE
486,0.8283333333333334,2025-10-01 12:08:54.483241,2025-10-01 12:09:19.418768,0 days 00:00:24.935527,frank,0.00046774907017957314,3,5,gaussian,COMPLETE
487,0.8550000000000001,2025-10-01 12:09:19.419333,2025-10-01 12:09:42.173534,0 days 00:00:22.754201,frank,0.0008154642020621109,2,5,sigmoid,COMPLETE
488,0.6183333333333334,2025-10-01 12:09:42.174161,2025-10-01 12:10:05.028844,0 days 00:00:22.854683,frank,1.6634191208844406e-05,3,5,sigmoid,COMPLETE
489,0.8675,2025-10-01 12:10:05.029394,2025-10-01 12:10:27.893832,0 days 00:00:22.864438,frank,0.00036802515890046,3,5,sigmoid,COMPLETE
490,0.8683333333333334,2025-10-01 12:10:27.894449,2025-10-01 12:10:50.559391,0 days 00:00:22.664942,frank,0.0003010492879880621,3,5,sigmoid,COMPLETE
491,0.8550000000000001,2025-10-01 12:10:50.559941,2025-10-01 12:11:13.429283,0 days 00:00:22.869342,frank,0.0004048770026273701,3,5,sigmoid,COMPLETE
492,0.8683333333333334,2025-10-01 12:11:13.429995,2025-10-01 12:11:36.108826,0 days 00:00:22.678831,frank,0.00024960735390998633,3,5,sigmoid,COMPLETE
493,0.9075000000000001,2025-10-01 12:11:36.109436,2025-10-01 12:11:58.921460,0 days 00:00:22.812024,frank,0.0006549468589994467,3,5,sigmoid,COMPLETE
494,0.8541666666666666,2025-10-01 12:11:58.921999,2025-10-01 12:12:21.716189,0 days 00:00:22.794190,frank,0.0005086734326045426,3,5,sigmoid,COMPLETE
495,0.9208333333333334,2025-10-01 12:12:21.716811,2025-10-01 12:12:42.377825,0 days 00:00:20.661014,prod,0.0006050744826804126,3,5,sigmoid,COMPLETE
496,0.8941666666666667,2025-10-01 12:12:42.378358,2025-10-01 12:13:02.996443,0 days 00:00:20.618085,prod,0.0005777918426565706,3,5,sigmoid,COMPLETE
497,0.8541666666666667,2025-10-01 12:13:02.997025,2025-10-01 12:13:23.616753,0 days 00:00:20.619728,prod,0.0006270488279371738,3,5,sigmoid,COMPLETE
498,0.8941666666666667,2025-10-01 12:13:23.617268,2025-10-01 12:13:44.286916,0 days 00:00:20.669648,prod,0.0007023214376094751,3,5,sigmoid,COMPLETE
499,0.8808333333333334,2025-10-01 12:13:44.287501,2025-10-01 12:14:04.961459,0 days 00:00:20.673958,prod,0.0006004588273659174,3,5,sigmoid,COMPLETE
