number,value,datetime_start,datetime_complete,duration,params_activation,params_hidden_dim,params_lr,params_n_layers,state
374,0.8808333333333334,2025-10-01 13:37:54.561966,2025-10-01 13:38:06.203895,0 days 00:00:11.641929,relu,33,0.00011499938070314272,2,COMPLETE
375,0.8808333333333334,2025-10-01 13:38:06.204373,2025-10-01 13:38:17.804617,0 days 00:00:11.600244,relu,31,0.00021598820213039022,2,COMPLETE
376,0.8425,2025-10-01 13:38:17.805117,2025-10-01 13:38:29.359040,0 days 00:00:11.553923,relu,32,0.00012782326023494934,2,COMPLETE
377,0.8683333333333334,2025-10-01 13:38:29.359392,2025-10-01 13:38:43.324617,0 days 00:00:13.965225,relu,34,0.00011038613641350371,3,COMPLETE
378,0.8675,2025-10-01 13:38:43.325095,2025-10-01 13:38:57.364953,0 days 00:00:14.039858,relu,42,0.00013393319195262012,3,COMPLETE
379,0.8683333333333334,2025-10-01 13:38:57.365456,2025-10-01 13:39:11.231278,0 days 00:00:13.865822,relu,32,0.00017613978747287257,3,COMPLETE
380,0.8541666666666666,2025-10-01 13:39:11.231641,2025-10-01 13:39:25.181880,0 days 00:00:13.950239,relu,35,0.00010563329440463478,3,COMPLETE
381,0.8941666666666667,2025-10-01 13:39:25.182326,2025-10-01 13:39:38.941730,0 days 00:00:13.759404,tanh,30,0.00011992789386365502,3,COMPLETE
382,0.8808333333333334,2025-10-01 13:39:38.942260,2025-10-01 13:39:52.929045,0 days 00:00:13.986785,tanh,47,0.00014637286676937844,3,COMPLETE
383,0.8675,2025-10-01 13:39:52.929393,2025-10-01 13:40:06.888192,0 days 00:00:13.958799,relu,33,0.00019982588059668557,3,COMPLETE
384,0.8941666666666667,2025-10-01 13:40:06.888659,2025-10-01 13:40:20.685678,0 days 00:00:13.797019,tanh,31,0.0001668132424057218,3,COMPLETE
385,0.8433333333333334,2025-10-01 13:40:20.686182,2025-10-01 13:40:32.224126,0 days 00:00:11.537944,tanh,34,0.00010430743799974359,2,COMPLETE
386,0.8416666666666668,2025-10-01 13:40:32.224483,2025-10-01 13:40:46.054081,0 days 00:00:13.829598,tanh,40,4.6104067274717106e-05,3,COMPLETE
387,0.8550000000000001,2025-10-01 13:40:46.054556,2025-10-01 13:40:59.844609,0 days 00:00:13.790053,tanh,36,0.00024540375249894965,3,COMPLETE
388,0.8408333333333335,2025-10-01 13:40:59.845106,2025-10-01 13:41:13.765315,0 days 00:00:13.920209,relu,30,0.00013385751552565364,3,COMPLETE
389,0.8941666666666667,2025-10-01 13:41:13.765676,2025-10-01 13:41:27.541011,0 days 00:00:13.775335,tanh,32,0.00011855022684336746,3,COMPLETE
390,0.8808333333333334,2025-10-01 13:41:27.541489,2025-10-01 13:41:41.421147,0 days 00:00:13.879658,tanh,45,0.00016222339265224768,3,COMPLETE
391,0.8808333333333334,2025-10-01 13:41:41.421668,2025-10-01 13:41:55.227844,0 days 00:00:13.806176,tanh,36,5.960512691161767e-05,3,COMPLETE
392,0.4841666666666667,2025-10-01 13:41:55.228229,2025-10-01 13:42:06.757723,0 days 00:00:11.529494,sigmoid,31,0.00010012883753173923,2,COMPLETE
393,0.8816666666666668,2025-10-01 13:42:06.758199,2025-10-01 13:42:20.825236,0 days 00:00:14.067037,tanh,51,0.00014363093762859085,3,COMPLETE
394,0.8141666666666666,2025-10-01 13:42:20.825776,2025-10-01 13:42:34.755106,0 days 00:00:13.929330,tanh,48,2.032962377188457e-05,3,COMPLETE
395,0.8941666666666667,2025-10-01 13:42:34.755485,2025-10-01 13:42:48.549639,0 days 00:00:13.794154,tanh,34,0.00012711339371849505,3,COMPLETE
396,0.8941666666666667,2025-10-01 13:42:48.550117,2025-10-01 13:43:02.514238,0 days 00:00:13.964121,tanh,46,5.0907566999516646e-05,3,COMPLETE
397,0.8808333333333334,2025-10-01 13:43:02.514789,2025-10-01 13:43:16.308226,0 days 00:00:13.793437,tanh,35,0.00010696050366079987,3,COMPLETE
398,0.8808333333333334,2025-10-01 13:43:16.308573,2025-10-01 13:43:30.190629,0 days 00:00:13.882056,tanh,44,0.00015314832945544877,3,COMPLETE
399,0.7750000000000001,2025-10-01 13:43:30.191117,2025-10-01 13:43:43.595875,0 days 00:00:13.404758,relu,10,0.00017059435084773236,3,COMPLETE
400,0.8541666666666667,2025-10-01 13:43:43.596419,2025-10-01 13:43:57.399337,0 days 00:00:13.802918,tanh,29,0.00011467108205575537,3,COMPLETE
401,0.8550000000000001,2025-10-01 13:43:57.399796,2025-10-01 13:44:13.501934,0 days 00:00:16.102138,tanh,39,6.55716115438811e-05,4,COMPLETE
402,0.8808333333333334,2025-10-01 13:44:13.502293,2025-10-01 13:44:27.252915,0 days 00:00:13.750622,tanh,33,0.00013193141820175478,3,COMPLETE
403,0.8675,2025-10-01 13:44:27.253441,2025-10-01 13:44:41.068750,0 days 00:00:13.815309,tanh,38,9.429050997310802e-05,3,COMPLETE
404,0.6841666666666666,2025-10-01 13:44:41.069234,2025-10-01 13:44:54.835379,0 days 00:00:13.766145,tanh,32,1.2584223118299152e-05,3,COMPLETE
405,0.8808333333333334,2025-10-01 13:44:54.835763,2025-10-01 13:45:06.411733,0 days 00:00:11.575970,tanh,30,0.00018916462690078532,2,COMPLETE
406,0.8816666666666668,2025-10-01 13:45:06.412283,2025-10-01 13:45:20.228192,0 days 00:00:13.815909,tanh,36,5.936363202981297e-05,3,COMPLETE
407,0.8541666666666667,2025-10-01 13:45:20.228661,2025-10-01 13:45:34.027779,0 days 00:00:13.799118,tanh,37,7.232662327063202e-05,3,COMPLETE
408,0.8808333333333334,2025-10-01 13:45:34.028137,2025-10-01 13:45:48.078783,0 days 00:00:14.050646,relu,41,0.00012693274514505537,3,COMPLETE
409,0.8675,2025-10-01 13:45:48.079346,2025-10-01 13:46:01.863740,0 days 00:00:13.784394,tanh,34,0.00015283331824214393,3,COMPLETE
410,0.8683333333333334,2025-10-01 13:46:01.864197,2025-10-01 13:46:15.750994,0 days 00:00:13.886797,tanh,43,2.3028019537821827e-05,3,COMPLETE
411,0.9208333333333334,2025-10-01 13:46:15.751377,2025-10-01 13:46:29.554190,0 days 00:00:13.802813,tanh,31,0.0001382054036485982,3,COMPLETE
412,0.8941666666666667,2025-10-01 13:46:29.554755,2025-10-01 13:46:43.332950,0 days 00:00:13.778195,tanh,31,0.00013874607793572515,3,COMPLETE
413,0.8550000000000001,2025-10-01 13:46:43.333408,2025-10-01 13:46:57.056043,0 days 00:00:13.722635,tanh,28,0.00011830548951351906,3,COMPLETE
414,0.8941666666666668,2025-10-01 13:46:57.056568,2025-10-01 13:47:10.843596,0 days 00:00:13.787028,tanh,30,0.00010592493118304603,3,COMPLETE
415,0.8150000000000001,2025-10-01 13:47:10.843971,2025-10-01 13:47:24.672481,0 days 00:00:13.828510,tanh,29,5.4810581259390906e-05,3,COMPLETE
416,0.8808333333333334,2025-10-01 13:47:24.672983,2025-10-01 13:47:38.447794,0 days 00:00:13.774811,tanh,30,0.00013909008264957463,3,COMPLETE
417,0.8675,2025-10-01 13:47:38.448345,2025-10-01 13:47:52.258887,0 days 00:00:13.810542,tanh,31,0.00011983303606257554,3,COMPLETE
418,0.8941666666666667,2025-10-01 13:47:52.259260,2025-10-01 13:48:06.260451,0 days 00:00:14.001191,tanh,46,9.818264401160631e-05,3,COMPLETE
419,0.8941666666666668,2025-10-01 13:48:06.260955,2025-10-01 13:48:20.011967,0 days 00:00:13.751012,tanh,32,8.304334712112018e-05,3,COMPLETE
420,0.8808333333333334,2025-10-01 13:48:20.012534,2025-10-01 13:48:33.727132,0 days 00:00:13.714598,tanh,28,6.764812677072578e-05,3,COMPLETE
421,0.8808333333333334,2025-10-01 13:48:33.727498,2025-10-01 13:48:47.500828,0 days 00:00:13.773330,tanh,32,0.00013558367669551082,3,COMPLETE
422,0.5375,2025-10-01 13:48:47.501320,2025-10-01 13:48:59.029001,0 days 00:00:11.527681,sigmoid,37,4.17468139817235e-05,2,COMPLETE
423,0.8675,2025-10-01 13:48:59.029549,2025-10-01 13:49:12.816725,0 days 00:00:13.787176,tanh,35,9.06313156438465e-05,3,COMPLETE
424,0.8683333333333334,2025-10-01 13:49:12.817095,2025-10-01 13:49:26.585277,0 days 00:00:13.768182,tanh,29,7.585393701560165e-05,3,COMPLETE
425,0.8416666666666668,2025-10-01 13:49:26.585758,2025-10-01 13:49:38.228514,0 days 00:00:11.642756,tanh,45,0.00010979145815663079,2,COMPLETE
426,0.8950000000000001,2025-10-01 13:49:38.229062,2025-10-01 13:49:54.325001,0 days 00:00:16.095939,tanh,42,0.00014885730024712186,4,COMPLETE
427,0.9075000000000001,2025-10-01 13:49:54.325378,2025-10-01 13:50:10.426684,0 days 00:00:16.101306,tanh,42,0.0001520220043785653,4,COMPLETE
428,0.9075000000000001,2025-10-01 13:50:10.427153,2025-10-01 13:50:26.556869,0 days 00:00:16.129716,tanh,42,0.0001551093975306452,4,COMPLETE
429,0.8683333333333334,2025-10-01 13:50:26.557420,2025-10-01 13:50:42.674526,0 days 00:00:16.117106,tanh,43,0.0001575552364959557,4,COMPLETE
430,0.8675,2025-10-01 13:50:42.675033,2025-10-01 13:50:58.757501,0 days 00:00:16.082468,tanh,42,0.00016818913974567178,4,COMPLETE
431,0.8950000000000001,2025-10-01 13:50:58.758019,2025-10-01 13:51:14.885228,0 days 00:00:16.127209,tanh,44,0.00015105833358782254,4,COMPLETE
432,0.8941666666666667,2025-10-01 13:51:14.885573,2025-10-01 13:51:31.002564,0 days 00:00:16.116991,tanh,42,0.00016360987780217516,4,COMPLETE
433,0.8675,2025-10-01 13:51:31.003053,2025-10-01 13:51:47.090255,0 days 00:00:16.087202,tanh,41,0.00013745198710894447,4,COMPLETE
434,0.8941666666666668,2025-10-01 13:51:47.090824,2025-10-01 13:52:03.242537,0 days 00:00:16.151713,tanh,44,0.00015100928412428198,4,COMPLETE
435,0.8816666666666666,2025-10-01 13:52:03.243010,2025-10-01 13:52:19.461627,0 days 00:00:16.218617,tanh,48,0.00013797892476957347,4,COMPLETE
436,0.8941666666666667,2025-10-01 13:52:19.462158,2025-10-01 13:52:35.644247,0 days 00:00:16.182089,tanh,45,0.00018285435170268936,4,COMPLETE
437,0.8683333333333334,2025-10-01 13:52:35.644637,2025-10-01 13:52:51.795907,0 days 00:00:16.151270,tanh,41,0.00016969584313837577,4,COMPLETE
438,0.8941666666666667,2025-10-01 13:52:51.796387,2025-10-01 13:53:07.951539,0 days 00:00:16.155152,tanh,43,0.00014875615654706312,4,COMPLETE
439,0.8541666666666667,2025-10-01 13:53:07.952078,2025-10-01 13:53:23.935210,0 days 00:00:15.983132,tanh,33,0.0001300591025365413,4,COMPLETE
440,0.8941666666666667,2025-10-01 13:53:23.935683,2025-10-01 13:53:40.224123,0 days 00:00:16.288440,tanh,46,0.00012300813931843092,4,COMPLETE
441,0.8816666666666666,2025-10-01 13:53:40.224683,2025-10-01 13:53:56.505614,0 days 00:00:16.280931,tanh,47,0.00016069985039316142,4,COMPLETE
442,0.8675,2025-10-01 13:53:56.505984,2025-10-01 13:54:12.649295,0 days 00:00:16.143311,tanh,43,0.00014444405460924389,4,COMPLETE
443,0.38249999999999995,2025-10-01 13:54:12.649758,2025-10-01 13:54:28.598567,0 days 00:00:15.948809,sigmoid,27,8.235493090690303e-05,4,COMPLETE
444,0.7783333333333333,2025-10-01 13:54:28.599128,2025-10-01 13:54:44.678831,0 days 00:00:16.079703,tanh,35,3.4193866722359637e-05,4,COMPLETE
445,0.8808333333333334,2025-10-01 13:54:44.679307,2025-10-01 13:55:00.806068,0 days 00:00:16.126761,tanh,34,0.00012671362733766264,4,COMPLETE
446,0.8808333333333334,2025-10-01 13:55:00.806645,2025-10-01 13:55:12.425407,0 days 00:00:11.618762,tanh,44,9.466248600836106e-05,2,COMPLETE
447,0.8683333333333334,2025-10-01 13:55:12.425790,2025-10-01 13:55:28.488023,0 days 00:00:16.062233,tanh,30,0.00017603994068569903,4,COMPLETE
448,0.8033333333333333,2025-10-01 13:55:28.488508,2025-10-01 13:55:41.972854,0 days 00:00:13.484346,tanh,16,8.810086621543239e-05,3,COMPLETE
449,0.8808333333333334,2025-10-01 13:55:41.973411,2025-10-01 13:55:55.787614,0 days 00:00:13.814203,tanh,40,0.00020751414898578563,3,COMPLETE
450,0.8808333333333334,2025-10-01 13:55:55.787997,2025-10-01 13:56:09.793739,0 days 00:00:14.005742,tanh,50,0.00014482070230916562,3,COMPLETE
451,0.8808333333333334,2025-10-01 13:56:09.794225,2025-10-01 13:56:23.613058,0 days 00:00:13.818833,tanh,32,0.00011565708017665871,3,COMPLETE
452,0.9075000000000001,2025-10-01 13:56:23.613628,2025-10-01 13:56:35.207690,0 days 00:00:11.594062,tanh,38,7.641839590575718e-05,2,COMPLETE
453,0.9075000000000001,2025-10-01 13:56:35.208084,2025-10-01 13:56:46.745992,0 days 00:00:11.537908,tanh,38,7.664952483498488e-05,2,COMPLETE
454,0.8941666666666667,2025-10-01 13:56:46.746433,2025-10-01 13:56:58.307239,0 days 00:00:11.560806,tanh,39,7.269346282379149e-05,2,COMPLETE
455,0.8541666666666666,2025-10-01 13:56:58.307760,2025-10-01 13:57:09.886981,0 days 00:00:11.579221,tanh,38,8.050645455391947e-05,2,COMPLETE
456,0.8808333333333334,2025-10-01 13:57:09.887366,2025-10-01 13:57:21.510829,0 days 00:00:11.623463,tanh,38,7.737055637022966e-05,2,COMPLETE
457,0.8141666666666667,2025-10-01 13:57:21.511301,2025-10-01 13:57:33.076991,0 days 00:00:11.565690,tanh,36,6.856759400666911e-05,2,COMPLETE
458,0.8275,2025-10-01 13:57:33.077358,2025-10-01 13:57:44.665262,0 days 00:00:11.587904,tanh,37,7.56616577946233e-05,2,COMPLETE
459,0.8675,2025-10-01 13:57:44.665819,2025-10-01 13:57:56.222890,0 days 00:00:11.557071,tanh,40,8.599243791044212e-05,2,COMPLETE
460,0.8675,2025-10-01 13:57:56.223271,2025-10-01 13:58:07.796240,0 days 00:00:11.572969,tanh,35,7.315191934867368e-05,2,COMPLETE
461,0.8024999999999999,2025-10-01 13:58:07.796732,2025-10-01 13:58:19.346102,0 days 00:00:11.549370,tanh,39,8.287004136272497e-05,2,COMPLETE
462,0.8675,2025-10-01 13:58:19.346643,2025-10-01 13:58:30.921783,0 days 00:00:11.575140,tanh,37,0.00015631815998466995,2,COMPLETE
463,0.8941666666666667,2025-10-01 13:58:30.922163,2025-10-01 13:58:42.487995,0 days 00:00:11.565832,tanh,41,6.785961357059182e-05,2,COMPLETE
464,0.5908333333333333,2025-10-01 13:58:42.488476,2025-10-01 13:58:54.025399,0 days 00:00:11.536923,sigmoid,33,0.0007317955334712835,2,COMPLETE
465,0.8541666666666667,2025-10-01 13:58:54.025788,2025-10-01 13:59:05.562600,0 days 00:00:11.536812,tanh,36,0.00018957774714169358,2,COMPLETE
466,0.8808333333333334,2025-10-01 13:59:05.563143,2025-10-01 13:59:17.193156,0 days 00:00:11.630013,tanh,46,0.00013411016036405236,2,COMPLETE
467,0.8541666666666667,2025-10-01 13:59:17.193507,2025-10-01 13:59:28.756457,0 days 00:00:11.562950,tanh,42,7.789004636033452e-05,2,COMPLETE
468,0.8675,2025-10-01 13:59:28.756935,2025-10-01 13:59:40.291719,0 days 00:00:11.534784,tanh,34,0.00016897314144248546,2,COMPLETE
469,0.8808333333333334,2025-10-01 13:59:40.292279,2025-10-01 13:59:51.877480,0 days 00:00:11.585201,tanh,45,0.0008944088068097593,2,COMPLETE
470,0.8941666666666667,2025-10-01 13:59:51.877843,2025-10-01 14:00:03.426773,0 days 00:00:11.548930,tanh,37,0.00014078454917226723,2,COMPLETE
471,0.9208333333333334,2025-10-01 14:00:03.427244,2025-10-01 14:00:14.946312,0 days 00:00:11.519068,tanh,34,9.51984365754845e-05,2,COMPLETE
472,0.8408333333333333,2025-10-01 14:00:14.946664,2025-10-01 14:00:26.503573,0 days 00:00:11.556909,tanh,33,8.444560563541413e-05,2,COMPLETE
473,0.8550000000000001,2025-10-01 14:00:26.504162,2025-10-01 14:00:38.030922,0 days 00:00:11.526760,tanh,34,9.120275636913783e-05,2,COMPLETE
474,0.8541666666666667,2025-10-01 14:00:38.031397,2025-10-01 14:00:49.560676,0 days 00:00:11.529279,tanh,35,0.00015719841859135152,2,COMPLETE
475,0.8683333333333334,2025-10-01 14:00:49.561031,2025-10-01 14:01:01.084609,0 days 00:00:11.523578,tanh,31,7.054121077395299e-05,2,COMPLETE
476,0.7766666666666667,2025-10-01 14:01:01.085152,2025-10-01 14:01:12.592783,0 days 00:00:11.507631,tanh,33,7.837693947507156e-05,2,COMPLETE
477,0.8683333333333334,2025-10-01 14:01:12.593136,2025-10-01 14:01:24.140669,0 days 00:00:11.547533,tanh,44,0.0003589300963367836,2,COMPLETE
478,0.8683333333333334,2025-10-01 14:01:24.141111,2025-10-01 14:01:35.614021,0 days 00:00:11.472910,tanh,32,0.0001273523436395749,2,COMPLETE
479,0.8683333333333334,2025-10-01 14:01:35.614376,2025-10-01 14:01:47.200443,0 days 00:00:11.586067,tanh,48,6.475328946171888e-05,2,COMPLETE
480,0.8541666666666666,2025-10-01 14:01:47.200994,2025-10-01 14:01:58.742394,0 days 00:00:11.541400,tanh,35,9.20547108519243e-05,2,COMPLETE
481,0.8675,2025-10-01 14:01:58.742891,2025-10-01 14:02:14.751876,0 days 00:00:16.008985,tanh,31,0.00017520375079883957,4,COMPLETE
482,0.9075000000000001,2025-10-01 14:02:14.752259,2025-10-01 14:02:26.491343,0 days 00:00:11.739084,tanh,59,0.00014529824521615893,2,COMPLETE
483,0.8941666666666667,2025-10-01 14:02:26.491873,2025-10-01 14:02:38.073809,0 days 00:00:11.581936,tanh,43,0.00014565160849120312,2,COMPLETE
484,0.8816666666666666,2025-10-01 14:02:38.074247,2025-10-01 14:02:49.771144,0 days 00:00:11.696897,tanh,53,7.489536965985524e-05,2,COMPLETE
485,0.7625,2025-10-01 14:02:49.771541,2025-10-01 14:03:01.472422,0 days 00:00:11.700881,tanh,55,1.0165618467382308e-05,2,COMPLETE
486,0.8808333333333334,2025-10-01 14:03:01.472985,2025-10-01 14:03:13.168216,0 days 00:00:11.695231,tanh,53,0.000160083089099895,2,COMPLETE
487,0.5774999999999999,2025-10-01 14:03:13.168603,2025-10-01 14:03:24.701972,0 days 00:00:11.533369,sigmoid,29,0.00012066652134042314,2,COMPLETE
488,0.9075000000000001,2025-10-01 14:03:24.702446,2025-10-01 14:03:36.469295,0 days 00:00:11.766849,tanh,63,0.00013610408064354383,2,COMPLETE
489,0.8675,2025-10-01 14:03:36.469679,2025-10-01 14:03:48.186408,0 days 00:00:11.716729,tanh,58,0.00012716430145742633,2,COMPLETE
490,0.8808333333333334,2025-10-01 14:03:48.186982,2025-10-01 14:03:59.956038,0 days 00:00:11.769056,tanh,63,0.00013767919322502217,2,COMPLETE
491,0.8675,2025-10-01 14:03:59.956484,2025-10-01 14:04:11.757125,0 days 00:00:11.800641,tanh,63,0.00015205073402803135,2,COMPLETE
492,0.8675,2025-10-01 14:04:11.757500,2025-10-01 14:04:23.543973,0 days 00:00:11.786473,tanh,63,0.00011007841138821879,2,COMPLETE
493,0.8941666666666667,2025-10-01 14:04:23.544514,2025-10-01 14:04:35.217797,0 days 00:00:11.673283,tanh,51,0.00013344761189037842,2,COMPLETE
494,0.8683333333333334,2025-10-01 14:04:35.218148,2025-10-01 14:04:46.938224,0 days 00:00:11.720076,tanh,56,0.00019942946783029644,2,COMPLETE
495,0.8808333333333334,2025-10-01 14:04:46.938731,2025-10-01 14:04:58.715296,0 days 00:00:11.776565,tanh,63,0.00016742914805417629,2,COMPLETE
496,0.8541666666666667,2025-10-01 14:04:58.715876,2025-10-01 14:05:10.452827,0 days 00:00:11.736951,tanh,62,0.0001373218299627335,2,COMPLETE
497,0.8808333333333334,2025-10-01 14:05:10.453198,2025-10-01 14:05:22.180811,0 days 00:00:11.727613,tanh,59,0.0001219495982078146,2,COMPLETE
498,0.8416666666666668,2025-10-01 14:05:22.181257,2025-10-01 14:05:33.905893,0 days 00:00:11.724636,tanh,64,1.8182287707737544e-05,2,COMPLETE
499,0.8541666666666666,2025-10-01 14:05:33.906251,2025-10-01 14:05:45.435915,0 days 00:00:11.529664,tanh,33,0.00010012057549596362,2,COMPLETE
